name,brand,category,sku,description,package_size,search_keywords
Maize Flour (Corn Dough) 1kg,,Rice & Grains,GPS-0044,"Fermented corn dough flour, 1kg pack",1kg,"corn dough, kenkey flour, maize flour"
Maize Flour (Corn Dough) 5kg,,Rice & Grains,GPS-0045,"Fermented corn dough flour, 5kg pack",5kg,"corn dough, kenkey flour, maize flour"
Frytol Vegetable Cooking Oil 500ml,Frytol,Oils & Fats,GPS-0046,"Pure vegetable cooking oil, 500ml bottle/keg",500ml,"frytol, cooking oil, vegetable oil"
Frytol Vegetable Cooking Oil 1L,Frytol,Oils & Fats,GPS-0047,"Pure vegetable cooking oil, 1L bottle/keg",1L,"frytol, cooking oil, vegetable oil"
Frytol Vegetable Cooking Oil 3L,Frytol,Oils & Fats,GPS-0048,"Pure vegetable cooking oil, 3L bottle/keg",3L,"frytol, cooking oil, vegetable oil"
Frytol Vegetable Cooking Oil 5L,Frytol,Oils & Fats,GPS-0049,"Pure vegetable cooking oil, 5L bottle/keg",5L,"frytol, cooking oil, vegetable oil"
Frytol Vegetable Cooking Oil 10L,Frytol,Oils & Fats,GPS-0050,"Pure vegetable cooking oil, 10L bottle/keg",10L,"frytol, cooking oil, vegetable oil"
Frytol Vegetable Cooking Oil 25L,Frytol,Oils & Fats,GPS-0051,"Pure vegetable cooking oil, 25L bottle/keg",25L,"frytol, cooking oil, vegetable oil"
Kingsway Vegetable Cooking Oil 500ml,Kingsway,Oils & Fats,GPS-0052,"Refined vegetable oil, 500ml",500ml,"kingsway oil, cooking oil"
Kingsway Vegetable Cooking Oil 1L,Kingsway,Oils & Fats,GPS-0053,"Refined vegetable oil, 1L",1L,"kingsway oil, cooking oil"
Kingsway Vegetable Cooking Oil 3L,Kingsway,Oils & Fats,GPS-0054,"Refined vegetable oil, 3L",3L,"kingsway oil, cooking oil"
Kingsway Vegetable Cooking Oil 5L,Kingsway,Oils & Fats,GPS-0055,"Refined vegetable oil, 5L",5L,"kingsway oil, cooking oil"
Kingsway Vegetable Cooking Oil 10L,Kingsway,Oils & Fats,GPS-0056,"Refined vegetable oil, 10L",10L,"kingsway oil, cooking oil"
Golden Fry Vegetable Cooking Oil 1L,Golden Fry,Oils & Fats,GPS-0057,"Golden Fry vegetable cooking oil, 1L",1L,"golden fry, cooking oil"
Golden Fry Vegetable Cooking Oil 3L,Golden Fry,Oils & Fats,GPS-0058,"Golden Fry vegetable cooking oil, 3L",3L,"golden fry, cooking oil"
Golden Fry Vegetable Cooking Oil 5L,Golden Fry,Oils & Fats,GPS-0059,"Golden Fry vegetable cooking oil, 5L",5L,"golden fry, cooking oil"
Devon King's Vegetable Cooking Oil 500ml,Devon King's,Oils & Fats,GPS-0060,"Devon King's premium cooking oil, 500ml",500ml,"devon kings, cooking oil"
Devon King's Vegetable Cooking Oil 1L,Devon King's,Oils & Fats,GPS-0061,"Devon King's premium cooking oil, 1L",1L,"devon kings, cooking oil"
Devon King's Vegetable Cooking Oil 5L,Devon King's,Oils & Fats,GPS-0062,"Devon King's premium cooking oil, 5L",5L,"devon kings, cooking oil"
Groundnut Oil 1L,,Oils & Fats,GPS-0063,"Pure groundnut cooking oil, 1L",1L,"groundnut oil, peanut oil"
Groundnut Oil 5L,,Oils & Fats,GPS-0064,"Pure groundnut cooking oil, 5L",5L,"groundnut oil, peanut oil"
Adepa Palm Oil (Zomi) 1L,Adepa,Oils & Fats,GPS-0065,"Unrefined red palm oil, 1L",1L,"palm oil, zomi, adepa, abe ngo"
Adepa Palm Oil (Zomi) 5L,Adepa,Oils & Fats,GPS-0066,"Unrefined red palm oil, 5L",5L,"palm oil, zomi, adepa, abe ngo"
Adepa Palm Oil (Zomi) 25L,Adepa,Oils & Fats,GPS-0067,"Unrefined red palm oil, 25L",25L,"palm oil, zomi, adepa, abe ngo"
Coconut Oil 500ml,,Oils & Fats,GPS-0068,"Pure coconut cooking oil, 500ml",500ml,coconut oil
Coconut Oil 1L,,Oils & Fats,GPS-0069,"Pure coconut cooking oil, 1L",1L,coconut oil
Blue Band Margarine 250g,Blue Band,Oils & Fats,GPS-0070,"Blue Band table margarine, 250g tub",250g,"margarine, blue band, spread"
Blue Band Margarine 500g,Blue Band,Oils & Fats,GPS-0071,"Blue Band table margarine, 500g tub",500g,"margarine, blue band, spread"
Blue Band Margarine 1kg,Blue Band,Oils & Fats,GPS-0072,"Blue Band table margarine, 1kg tub",1kg,"margarine, blue band, spread"
Nkulenu Margarine 250g,Nkulenu,Oils & Fats,GPS-0073,"Nkulenu margarine spread, 250g tub",250g,"margarine, nkulenu"
Nkulenu Margarine 500g,Nkulenu,Oils & Fats,GPS-0074,"Nkulenu margarine spread, 500g tub",500g,"margarine, nkulenu"
Golden Krust Butter 250g,Golden Krust,Oils & Fats,GPS-0075,"Golden Krust butter block, 250g",250g,"butter, golden krust"
Golden Krust Butter 500g,Golden Krust,Oils & Fats,GPS-0076,"Golden Krust butter block, 500g",500g,"butter, golden krust"
Titus Sardines in Tomato Sauce 125g,Titus,Canned Foods,GPS-0077,"Titus sardines in tomato sauce, 125g tin",125g,"titus sardine, canned fish, tin fish"
Titus Sardines in Tomato Sauce 155g,Titus,Canned Foods,GPS-0078,"Titus sardines in tomato sauce, 155g tin",155g,"titus sardine, canned fish, tin fish"
Titus Sardines in Tomato Sauce 425g,Titus,Canned Foods,GPS-0079,"Titus sardines in tomato sauce, 425g tin",425g,"titus sardine, canned fish, tin fish"
Ekan Sardines in Vegetable Oil 125g,Ekan,Canned Foods,GPS-0080,"Ekan sardines in oil, 125g tin",125g,"ekan sardine, canned fish"
Ekan Sardines in Vegetable Oil 155g,Ekan,Canned Foods,GPS-0081,"Ekan sardines in oil, 155g tin",155g,"ekan sardine, canned fish"
Geisha Mackerel in Tomato Sauce 155g,Geisha,Canned Foods,GPS-0082,"Geisha mackerel in tomato sauce, 155g tin",155g,"geisha, mackerel, canned fish"
Geisha Mackerel in Tomato Sauce 425g,Geisha,Canned Foods,GPS-0083,"Geisha mackerel in tomato sauce, 425g tin",425g,"geisha, mackerel, canned fish"
King Oscar Tuna Chunks in Oil 185g,King Oscar,Canned Foods,GPS-0084,"King Oscar tuna chunks in oil, 185g tin",185g,"tuna, king oscar, canned tuna"
Exeter Corned Beef 198g,Exeter,Canned Foods,GPS-0085,"Exeter corned beef, 198g tin",198g,"corned beef, exeter, tin meat"
Exeter Corned Beef 340g,Exeter,Canned Foods,GPS-0086,"Exeter corned beef, 340g tin",340g,"corned beef, exeter, tin meat"
Tulip Corned Beef 198g,Tulip,Canned Foods,GPS-0087,"Tulip corned beef, 198g tin",198g,"corned beef, tulip"
Tulip Corned Beef 340g,Tulip,Canned Foods,GPS-0088,"Tulip corned beef, 340g tin",340g,"corned beef, tulip"
Plumrose Luncheon Meat 198g,Plumrose,Canned Foods,GPS-0089,"Plumrose luncheon meat, 198g tin",198g,"luncheon meat, plumrose"
Plumrose Luncheon Meat 340g,Plumrose,Canned Foods,GPS-0090,"Plumrose luncheon meat, 340g tin",340g,"luncheon meat, plumrose"
Heinz Baked Beans 220g,Heinz,Canned Foods,GPS-0091,"Heinz baked beans in tomato sauce, 220g tin",220g,"baked beans, heinz"
Heinz Baked Beans 415g,Heinz,Canned Foods,GPS-0092,"Heinz baked beans in tomato sauce, 415g tin",415g,"baked beans, heinz"
Bonduelle Sweet Corn 340g,Bonduelle,Canned Foods,GPS-0093,"Bonduelle canned sweet corn, 340g tin",340g,"sweet corn, canned corn, bonduelle"
Gino Tomato Mix 210g,Gino,Canned Foods,GPS-0094,"Gino tomato mix with onions and spices, 210g tin",210g,"gino, tomato mix, tomato sauce"
Gino Tomato Mix 400g,Gino,Canned Foods,GPS-0095,"Gino tomato mix with onions and spices, 400g tin",400g,"gino, tomato mix, tomato sauce"
Gino Tomato Mix 800g,Gino,Canned Foods,GPS-0096,"Gino tomato mix with onions and spices, 800g tin",800g,"gino, tomato mix, tomato sauce"
Tasty Tom Tomato Paste 70g,Tasty Tom,Canned Foods,GPS-0097,"Tasty Tom concentrated tomato paste, 70g tin",70g,"tomato paste, tasty tom"
Tasty Tom Tomato Paste 140g,Tasty Tom,Canned Foods,GPS-0098,"Tasty Tom concentrated tomato paste, 140g tin",140g,"tomato paste, tasty tom"
Tasty Tom Tomato Paste 400g,Tasty Tom,Canned Foods,GPS-0099,"Tasty Tom concentrated tomato paste, 400g tin",400g,"tomato paste, tasty tom"
Tasty Tom Tomato Paste 800g,Tasty Tom,Canned Foods,GPS-0100,"Tasty Tom concentrated tomato paste, 800g tin",800g,"tomato paste, tasty tom"
Cico Tomato Paste 70g,Cico,Canned Foods,GPS-0101,"Cico tomato paste, 70g tin",70g,"tomato paste, cico"
Cico Tomato Paste 140g,Cico,Canned Foods,GPS-0102,"Cico tomato paste, 140g tin",140g,"tomato paste, cico"
Cico Tomato Paste 400g,Cico,Canned Foods,GPS-0103,"Cico tomato paste, 400g tin",400g,"tomato paste, cico"
Mixed Vegetables 400g,,Canned Foods,GPS-0104,"Canned mixed vegetables, 400g tin",400g,"mixed vegetables, canned veg"
Maggi Seasoning Cubes (Chicken) 4g x50,Maggi,Seasoning & Spices,GPS-0105,"Maggi chicken seasoning cubes, 4g x50 pack",4g x50,"maggi, seasoning cube, chicken cube"
Maggi Seasoning Cubes (Chicken) 8g x12,Maggi,Seasoning & Spices,GPS-0106,"Maggi chicken seasoning cubes, 8g x12 pack",8g x12,"maggi, seasoning cube, chicken cube"
Maggi Seasoning Cubes (Chicken) 400g,Maggi,Seasoning & Spices,GPS-0107,"Maggi chicken seasoning cubes, 400g pack",400g,"maggi, seasoning cube, chicken cube"
Maggi Seasoning Cubes (Crayfish) 8g x12,Maggi,Seasoning & Spices,GPS-0108,"Maggi crayfish flavour cubes, 8g x12 pack",8g x12,"maggi crayfish, seasoning cube"
Onga Seasoning Cubes 4g x50,Onga,Seasoning & Spices,GPS-0109,"Onga all-purpose seasoning cubes, 4g x50 pack",4g x50,"onga, seasoning cube"
Onga Seasoning Cubes 8g x12,Onga,Seasoning & Spices,GPS-0110,"Onga all-purpose seasoning cubes, 8g x12 pack",8g x12,"onga, seasoning cube"
Royco Seasoning Cubes 8g x12,Royco,Seasoning & Spices,GPS-0111,"Royco beef seasoning cubes, 8g x12 pack",8g x12,"royco, seasoning cube"
Ntoni Curry Powder 50g,Ntoni,Seasoning & Spices,GPS-0112,"Ntoni curry powder, 50g pack",50g,"curry powder, ntoni"
Ntoni Curry Powder 100g,Ntoni,Seasoning & Spices,GPS-0113,"Ntoni curry powder, 100g pack",100g,"curry powder, ntoni"
Ntoni Curry Powder 200g,Ntoni,Seasoning & Spices,GPS-0114,"Ntoni curry powder, 200g pack",200g,"curry powder, ntoni"
Curry Powder 100g,,Seasoning & Spices,GPS-0115,"Generic curry powder, 100g pack",100g,"curry powder, spices"
Curry Powder 500g,,Seasoning & Spices,GPS-0116,"Generic curry powder, 500g pack",500g,"curry powder, spices"
White Pepper (Ground) 50g,,Seasoning & Spices,GPS-0117,"Ground white pepper, 50g pack",50g,"white pepper, spices"
White Pepper (Ground) 100g,,Seasoning & Spices,GPS-0118,"Ground white pepper, 100g pack",100g,"white pepper, spices"
Black Pepper (Ground) 50g,,Seasoning & Spices,GPS-0119,"Ground black pepper, 50g pack",50g,"black pepper, spices"
Black Pepper (Ground) 100g,,Seasoning & Spices,GPS-0120,"Ground black pepper, 100g pack",100g,"black pepper, spices"
Ginger Powder 50g,,Seasoning & Spices,GPS-0121,"Dried ginger powder, 50g pack",50g,"ginger powder, spices"
Ginger Powder 100g,,Seasoning & Spices,GPS-0122,"Dried ginger powder, 100g pack",100g,"ginger powder, spices"
Garlic Powder 50g,,Seasoning & Spices,GPS-0123,"Dried garlic powder, 50g pack",50g,"garlic powder, spices"
Garlic Powder 100g,,Seasoning & Spices,GPS-0124,"Dried garlic powder, 100g pack",100g,"garlic powder, spices"
Suya Spice (Yaji) 50g,,Seasoning & Spices,GPS-0125,"Suya/Yaji spice blend, 50g pack",50g,"suya spice, yaji"
Suya Spice (Yaji) 100g,,Seasoning & Spices,GPS-0126,"Suya/Yaji spice blend, 100g pack",100g,"suya spice, yaji"
Mixed Spice 50g,,Seasoning & Spices,GPS-0127,"All-purpose mixed spice blend, 50g pack",50g,"mixed spice, all purpose seasoning"
Mixed Spice 100g,,Seasoning & Spices,GPS-0128,"All-purpose mixed spice blend, 100g pack",100g,"mixed spice, all purpose seasoning"
Annapurna Salt (Iodated) 500g,Annapurna,Seasoning & Spices,GPS-0129,"Iodated table salt, 500g pack",500g,"salt, annapurna, table salt"
Annapurna Salt (Iodated) 1kg,Annapurna,Seasoning & Spices,GPS-0130,"Iodated table salt, 1kg pack",1kg,"salt, annapurna, table salt"
Akasa Salt (Iodated) 500g,Akasa,Seasoning & Spices,GPS-0131,"Akasa iodated salt, 500g pack",500g,"salt, akasa"
Akasa Salt (Iodated) 1kg,Akasa,Seasoning & Spices,GPS-0132,"Akasa iodated salt, 1kg pack",1kg,"salt, akasa"
Crayfish (Ground) 100g,,Seasoning & Spices,GPS-0133,"Dried ground crayfish, 100g pack",100g,"crayfish, ground crayfish"
Crayfish (Ground) 250g,,Seasoning & Spices,GPS-0134,"Dried ground crayfish, 250g pack",250g,"crayfish, ground crayfish"
Crayfish (Ground) 500g,,Seasoning & Spices,GPS-0135,"Dried ground crayfish, 500g pack",500g,"crayfish, ground crayfish"
Dried Pepper (Kpakpo Shito) 100g,,Seasoning & Spices,GPS-0136,"Dried hot pepper, 100g pack",100g,"dried pepper, kpakpo shito"
Dried Pepper (Kpakpo Shito) 250g,,Seasoning & Spices,GPS-0137,"Dried hot pepper, 250g pack",250g,"dried pepper, kpakpo shito"
Nutmeg (Whole) 50g,,Seasoning & Spices,GPS-0138,"Whole nutmeg spice, 50g pack",50g,"nutmeg, spice"
Thyme (Dried) 50g,,Seasoning & Spices,GPS-0139,"Dried thyme leaves, 50g pack",50g,"thyme, spice"
Bay Leaves 20g,,Seasoning & Spices,GPS-0140,"Dried bay leaves, 20g pack",20g,"bay leaves, spice"
Peak Evaporated Milk 160g,Peak,Milk & Dairy,GPS-0141,"Peak evaporated milk, 160g tin",160g,"peak milk, evaporated milk"
Peak Evaporated Milk 170g,Peak,Milk & Dairy,GPS-0142,"Peak evaporated milk, 170g tin",170g,"peak milk, evaporated milk"
Peak Evaporated Milk 410g,Peak,Milk & Dairy,GPS-0143,"Peak evaporated milk, 410g tin",410g,"peak milk, evaporated milk"
Peak Evaporated Milk 900g,Peak,Milk & Dairy,GPS-0144,"Peak evaporated milk, 900g tin",900g,"peak milk, evaporated milk"
Peak Full Cream Milk Powder 150g,Peak,Milk & Dairy,GPS-0145,"Peak full cream milk powder, 150g tin/sachet",150g,"peak milk powder, milk powder"
Peak Full Cream Milk Powder 400g,Peak,Milk & Dairy,GPS-0146,"Peak full cream milk powder, 400g tin/sachet",400g,"peak milk powder, milk powder"
Peak Full Cream Milk Powder 900g,Peak,Milk & Dairy,GPS-0147,"Peak full cream milk powder, 900g tin/sachet",900g,"peak milk powder, milk powder"
Peak Full Cream Milk Powder 2.5kg,Peak,Milk & Dairy,GPS-0148,"Peak full cream milk powder, 2.5kg tin/sachet",2.5kg,"peak milk powder, milk powder"
Ideal Evaporated Milk 170g,Ideal,Milk & Dairy,GPS-0149,"Ideal evaporated milk, 170g tin",170g,"ideal milk, evaporated milk"
Ideal Evaporated Milk 410g,Ideal,Milk & Dairy,GPS-0150,"Ideal evaporated milk, 410g tin",410g,"ideal milk, evaporated milk"
Cowbell Milk Powder 14g,Cowbell,Milk & Dairy,GPS-0151,"Cowbell instant milk powder, 14g pack/sachet",14g,"cowbell, milk powder"
Cowbell Milk Powder 400g,Cowbell,Milk & Dairy,GPS-0152,"Cowbell instant milk powder, 400g pack/sachet",400g,"cowbell, milk powder"
Cowbell Milk Powder 900g,Cowbell,Milk & Dairy,GPS-0153,"Cowbell instant milk powder, 900g pack/sachet",900g,"cowbell, milk powder"
Three Crowns Sweetened Condensed Milk 170g,Three Crowns,Milk & Dairy,GPS-0154,"Three Crowns condensed milk, 170g tin",170g,"three crowns, condensed milk"
Three Crowns Sweetened Condensed Milk 397g,Three Crowns,Milk & Dairy,GPS-0155,"Three Crowns condensed milk, 397g tin",397g,"three crowns, condensed milk"
Fan Yogo Yoghurt (Drinking) 300ml,Fan Yogo,Milk & Dairy,GPS-0156,"Fan Yogo drinking yoghurt, 300ml pack",300ml,"fan yogo, yoghurt, fanmilk"
Fan Yogo Yoghurt (Drinking) 500ml,Fan Yogo,Milk & Dairy,GPS-0157,"Fan Yogo drinking yoghurt, 500ml pack",500ml,"fan yogo, yoghurt, fanmilk"
FanIce Ice Cream 500ml,FanIce,Milk & Dairy,GPS-0158,"FanIce vanilla ice cream, 500ml pack",500ml,"fanice, ice cream, fanmilk"
FanIce Ice Cream 1L,FanIce,Milk & Dairy,GPS-0159,"FanIce vanilla ice cream, 1L pack",1L,"fanice, ice cream, fanmilk"
Laughing Cow Butter/Cheese Spread 8 portions,Laughing Cow,Milk & Dairy,GPS-0160,"Laughing Cow cheese spread, 8 portions pack",8 portions,"laughing cow, cheese spread"
Laughing Cow Butter/Cheese Spread 16 portions,Laughing Cow,Milk & Dairy,GPS-0161,"Laughing Cow cheese spread, 16 portions pack",16 portions,"laughing cow, cheese spread"
Cheddar Cheese 200g,,Milk & Dairy,GPS-0162,"Block cheddar cheese, 200g pack",200g,"cheese, cheddar"
Eggs (Crate) 30 pieces,,Milk & Dairy,GPS-0163,"Fresh chicken eggs, 30 pieces crate",30 pieces,"eggs, crate of eggs"
Milo Chocolate Malt Drink 25g sachet,Milo,Beverages,GPS-0164,"Milo chocolate malt beverage powder, 25g sachet",25g sachet,"milo, chocolate drink, malt drink"
Milo Chocolate Malt Drink 400g,Milo,Beverages,GPS-0165,"Milo chocolate malt beverage powder, 400g",400g,"milo, chocolate drink, malt drink"
Milo Chocolate Malt Drink 900g,Milo,Beverages,GPS-0166,"Milo chocolate malt beverage powder, 900g",900g,"milo, chocolate drink, malt drink"
Milo Chocolate Malt Drink 1kg tin,Milo,Beverages,GPS-0167,"Milo chocolate malt beverage powder, 1kg tin",1kg tin,"milo, chocolate drink, malt drink"
Bournvita Malt Drink 400g,Bournvita,Beverages,GPS-0168,"Bournvita malt chocolate drink, 400g tin",400g,"bournvita, malt drink"
Bournvita Malt Drink 900g,Bournvita,Beverages,GPS-0169,"Bournvita malt chocolate drink, 900g tin",900g,"bournvita, malt drink"
Nescafe Classic Instant Coffee 50g,Nescafe Classic,Beverages,GPS-0170,"Nescafe Classic instant coffee, 50g jar",50g,"nescafe, instant coffee"
Nescafe Classic Instant Coffee 100g,Nescafe Classic,Beverages,GPS-0171,"Nescafe Classic instant coffee, 100g jar",100g,"nescafe, instant coffee"
Nescafe Classic Instant Coffee 200g,Nescafe Classic,Beverages,GPS-0172,"Nescafe Classic instant coffee, 200g jar",200g,"nescafe, instant coffee"
Nescafe Instant Coffee 3-in-1 10 sticks,Nescafe,Beverages,GPS-0173,"Nescafe 3-in-1 instant coffee mix, 10 sticks pack",10 sticks,"nescafe 3 in 1, coffee sachets"
Nescafe Instant Coffee 3-in-1 30 sticks,Nescafe,Beverages,GPS-0174,"Nescafe 3-in-1 instant coffee mix, 30 sticks pack",30 sticks,"nescafe 3 in 1, coffee sachets"
Ovaltine Malt Drink 400g,Ovaltine,Beverages,GPS-0175,"Ovaltine malt beverage powder, 400g tin",400g,"ovaltine, malt drink"
Lipton Green Tea 25 bags,Lipton,Beverages,GPS-0176,"Lipton green tea bags, 25 bags box",25 bags,"lipton, green tea"
Lipton Green Tea 50 bags,Lipton,Beverages,GPS-0177,"Lipton green tea bags, 50 bags box",50 bags,"lipton, green tea"
Lipton Yellow Label Black Tea 25 bags,Lipton Yellow Label,Beverages,GPS-0178,"Lipton Yellow Label black tea bags, 25 bags box",25 bags,"lipton, tea bags, yellow label"
Lipton Yellow Label Black Tea 50 bags,Lipton Yellow Label,Beverages,GPS-0179,"Lipton Yellow Label black tea bags, 50 bags box",50 bags,"lipton, tea bags, yellow label"
Herbal Tea (Ginger) 20 bags,,Beverages,GPS-0180,"Ginger herbal tea bags, 20 bags box",20 bags,"ginger tea, herbal tea"
Coca-Cola Soft Drink (Cola) 350ml,Coca-Cola,Beverages,GPS-0181,"Coca-Cola carbonated soft drink, 350ml bottle",350ml,"coca cola, coke, soft drink"
Coca-Cola Soft Drink (Cola) 500ml,Coca-Cola,Beverages,GPS-0182,"Coca-Cola carbonated soft drink, 500ml bottle",500ml,"coca cola, coke, soft drink"
Coca-Cola Soft Drink (Cola) 1.5L,Coca-Cola,Beverages,GPS-0183,"Coca-Cola carbonated soft drink, 1.5L bottle",1.5L,"coca cola, coke, soft drink"
Coca-Cola Soft Drink (Cola) 2L,Coca-Cola,Beverages,GPS-0184,"Coca-Cola carbonated soft drink, 2L bottle",2L,"coca cola, coke, soft drink"
Fanta Soft Drink (Orange) 350ml,Fanta,Beverages,GPS-0185,"Fanta orange carbonated drink, 350ml bottle",350ml,"fanta, orange drink"
Fanta Soft Drink (Orange) 500ml,Fanta,Beverages,GPS-0186,"Fanta orange carbonated drink, 500ml bottle",500ml,"fanta, orange drink"
Fanta Soft Drink (Orange) 1.5L,Fanta,Beverages,GPS-0187,"Fanta orange carbonated drink, 1.5L bottle",1.5L,"fanta, orange drink"
Sprite Soft Drink (Lemon-Lime) 350ml,Sprite,Beverages,GPS-0188,"Sprite carbonated lemon-lime drink, 350ml bottle",350ml,"sprite, soft drink"
