name,brand,category,sku,description,package_size,search_keywords
Phone Stand (Desk) 1 piece,,Phone Protection & Mounts,ICT-0051,"Adjustable desk phone stand, 1 piece",1 piece,"phone stand, desk stand"
Waterproof Phone Pouch 1 piece,,Phone Protection & Mounts,ICT-0052,"Waterproof phone dry pouch, 1 piece",1 piece,"waterproof pouch, phone pouch"
SanDisk USB Flash Drive 16GB 1 piece,SanDisk,Storage & Memory,ICT-0053,"SanDisk 16GB USB flash drive, 1 piece",1 piece,"sandisk, flash drive, usb 16gb, pendrive"
SanDisk USB Flash Drive 32GB 1 piece,SanDisk,Storage & Memory,ICT-0054,"SanDisk 32GB USB flash drive, 1 piece",1 piece,"sandisk, flash drive, usb 32gb"
SanDisk USB Flash Drive 64GB 1 piece,SanDisk,Storage & Memory,ICT-0055,"SanDisk 64GB USB flash drive, 1 piece",1 piece,"sandisk, flash drive, usb 64gb"
USB Flash Drive 128GB 1 piece,,Storage & Memory,ICT-0056,"128GB USB 3.0 flash drive, 1 piece",1 piece,"flash drive, usb 128gb, pendrive"
OTG Flash Drive (USB-C) 32GB,,Storage & Memory,ICT-0057,"USB-C OTG dual flash drive, 32GB",32GB,"otg flash drive, usb c drive"
OTG Flash Drive (USB-C) 64GB,,Storage & Memory,ICT-0058,"USB-C OTG dual flash drive, 64GB",64GB,"otg flash drive, usb c drive"
SanDisk MicroSD Memory Card 32GB 1 piece,SanDisk,Storage & Memory,ICT-0059,"SanDisk 32GB microSD card, 1 piece",1 piece,"sandisk, microsd, memory card, 32gb"
SanDisk MicroSD Memory Card 64GB 1 piece,SanDisk,Storage & Memory,ICT-0060,"SanDisk 64GB microSD card, 1 piece",1 piece,"sandisk, microsd, memory card, 64gb"
SanDisk MicroSD Memory Card 128GB 1 piece,SanDisk,Storage & Memory,ICT-0061,"SanDisk 128GB microSD card, 1 piece",1 piece,"sandisk, microsd, 128gb"
MicroSD Memory Card 256GB 1 piece,,Storage & Memory,ICT-0062,"256GB microSD memory card, 1 piece",1 piece,"microsd, memory card, 256gb"
SD Card Reader 1 piece,,Storage & Memory,ICT-0063,"USB SD/microSD card reader, 1 piece",1 piece,"card reader, sd reader"
External Hard Drive 1TB 1 piece,,Storage & Memory,ICT-0064,"1TB portable external hard drive, 1 piece",1 piece,"external hard drive, hdd, 1tb"
External Hard Drive 2TB 1 piece,,Storage & Memory,ICT-0065,"2TB portable external hard drive, 1 piece",1 piece,"external hard drive, hdd, 2tb"
External SSD 500GB 1 piece,,Storage & Memory,ICT-0066,"500GB portable external SSD, 1 piece",1 piece,"external ssd, ssd, 500gb"
Internal SSD (SATA) 256GB,,Storage & Memory,ICT-0067,"Internal SATA SSD drive, 256GB",256GB,"internal ssd, sata ssd"
Internal SSD (SATA) 512GB,,Storage & Memory,ICT-0068,"Internal SATA SSD drive, 512GB",512GB,"internal ssd, sata ssd"
Internal SSD (SATA) 1TB,,Storage & Memory,ICT-0069,"Internal SATA SSD drive, 1TB",1TB,"internal ssd, sata ssd"
Internal Hard Drive (HDD) 500GB,,Storage & Memory,ICT-0070,"Internal desktop/laptop hard drive, 500GB",500GB,"internal hdd, hard drive"
Internal Hard Drive (HDD) 1TB,,Storage & Memory,ICT-0071,"Internal desktop/laptop hard drive, 1TB",1TB,"internal hdd, hard drive"
Wired Mouse (USB) 1 piece,,Computer Peripherals,ICT-0072,"USB optical wired mouse, 1 piece",1 piece,"mouse, usb mouse, wired mouse"
Wireless Mouse 1 piece,,Computer Peripherals,ICT-0073,"2.4G wireless optical mouse, 1 piece",1 piece,"wireless mouse, mouse"
Gaming Mouse (RGB) 1 piece,,Computer Peripherals,ICT-0074,"RGB gaming mouse, 1 piece",1 piece,"gaming mouse, rgb mouse"
Wired Keyboard (USB) 1 piece,,Computer Peripherals,ICT-0075,"USB standard wired keyboard, 1 piece",1 piece,"keyboard, usb keyboard"
Wireless Keyboard & Mouse Combo 1 set,,Computer Peripherals,ICT-0076,"Wireless keyboard and mouse combo, 1 set",1 set,"wireless keyboard, keyboard mouse combo"
Gaming Keyboard (Mechanical RGB) 1 piece,,Computer Peripherals,ICT-0077,"Mechanical RGB gaming keyboard, 1 piece",1 piece,"gaming keyboard, mechanical keyboard"
Mouse Pad Standard,,Computer Peripherals,ICT-0078,"Mouse pad, Standard",Standard,"mouse pad, mousepad"
Mouse Pad Gaming XL,,Computer Peripherals,ICT-0079,"Mouse pad, Gaming XL",Gaming XL,"mouse pad, mousepad"
Webcam (HD) 1 piece,,Computer Peripherals,ICT-0080,"1080p HD USB webcam, 1 piece",1 piece,"webcam, hd webcam"
USB Hub (4-Port) 1 piece,,Computer Peripherals,ICT-0081,"4-port USB hub splitter, 1 piece",1 piece,"usb hub, usb splitter"
USB-C Hub (Multiport) 1 piece,,Computer Peripherals,ICT-0082,"USB-C multiport hub adapter, 1 piece",1 piece,"usb c hub, docking adapter"
Laptop Cooling Pad 1 piece,,Computer Peripherals,ICT-0083,"Laptop cooling fan pad, 1 piece",1 piece,"cooling pad, laptop cooler"
Laptop Stand 1 piece,,Computer Peripherals,ICT-0084,"Adjustable laptop riser stand, 1 piece",1 piece,"laptop stand, laptop riser"
External DVD Writer 1 piece,,Computer Peripherals,ICT-0085,"USB external DVD writer drive, 1 piece",1 piece,"dvd writer, external dvd, optical drive"
Graphics Tablet (Drawing) 1 piece,,Computer Peripherals,ICT-0086,"USB drawing graphics tablet, 1 piece",1 piece,"graphics tablet, drawing tablet"
HDMI Cable 1.5m,,Cables & Adapters,ICT-0087,"High speed HDMI cable, 1.5m",1.5m,"hdmi cable, tv cable"
HDMI Cable 3m,,Cables & Adapters,ICT-0088,"High speed HDMI cable, 3m",3m,"hdmi cable, tv cable"
HDMI Cable 5m,,Cables & Adapters,ICT-0089,"High speed HDMI cable, 5m",5m,"hdmi cable, tv cable"
HDMI Cable 10m,,Cables & Adapters,ICT-0090,"High speed HDMI cable, 10m",10m,"hdmi cable, tv cable"
VGA Cable 1.5m,,Cables & Adapters,ICT-0091,"VGA monitor cable, 1.5m",1.5m,"vga cable, monitor cable"
VGA Cable 3m,,Cables & Adapters,ICT-0092,"VGA monitor cable, 3m",3m,"vga cable, monitor cable"
VGA Cable 5m,,Cables & Adapters,ICT-0093,"VGA monitor cable, 5m",5m,"vga cable, monitor cable"
HDMI to VGA Adapter 1 piece,,Cables & Adapters,ICT-0094,"HDMI to VGA converter adapter, 1 piece",1 piece,"hdmi vga adapter, converter"
USB-C to HDMI Adapter 1 piece,,Cables & Adapters,ICT-0095,"USB-C to HDMI converter, 1 piece",1 piece,"usb c hdmi, adapter"
DisplayPort Cable 1.5m,,Cables & Adapters,ICT-0096,"DisplayPort video cable, 1.5m",1.5m,"displayport cable, dp cable"
DisplayPort Cable 3m,,Cables & Adapters,ICT-0097,"DisplayPort video cable, 3m",3m,"displayport cable, dp cable"
USB Extension Cable 1.5m,,Cables & Adapters,ICT-0098,"USB 2.0 extension cable, 1.5m",1.5m,"usb extension, usb cable"
USB Extension Cable 3m,,Cables & Adapters,ICT-0099,"USB 2.0 extension cable, 3m",3m,"usb extension, usb cable"
USB Extension Cable 5m,,Cables & Adapters,ICT-0100,"USB 2.0 extension cable, 5m",5m,"usb extension, usb cable"
Network Cable (CAT6 Patch) 1m,,Cables & Adapters,ICT-0101,"CAT6 RJ45 network patch cable, 1m",1m,"network cable, cat6, patch cable"
Network Cable (CAT6 Patch) 2m,,Cables & Adapters,ICT-0102,"CAT6 RJ45 network patch cable, 2m",2m,"network cable, cat6, patch cable"
Network Cable (CAT6 Patch) 5m,,Cables & Adapters,ICT-0103,"CAT6 RJ45 network patch cable, 5m",5m,"network cable, cat6, patch cable"
Network Cable (CAT6 Patch) 10m,,Cables & Adapters,ICT-0104,"CAT6 RJ45 network patch cable, 10m",10m,"network cable, cat6, patch cable"
Printer Cable (USB) 1.5m,,Cables & Adapters,ICT-0105,"USB A-to-B printer cable, 1.5m",1.5m,"printer cable, usb printer cable"
Printer Cable (USB) 3m,,Cables & Adapters,ICT-0106,"USB A-to-B printer cable, 3m",3m,"printer cable, usb printer cable"
AUX Audio Cable (3.5mm) 1m,,Cables & Adapters,ICT-0107,"3.5mm auxiliary audio cable, 1m",1m,"aux cable, audio cable"
AUX Audio Cable (3.5mm) 2m,,Cables & Adapters,ICT-0108,"3.5mm auxiliary audio cable, 2m",2m,"aux cable, audio cable"
USB to Ethernet Adapter 1 piece,,Cables & Adapters,ICT-0109,"USB to RJ45 ethernet adapter, 1 piece",1 piece,"usb ethernet adapter, lan adapter"
SATA Cable 1 piece,,Cables & Adapters,ICT-0110,"SATA data cable, 1 piece",1 piece,sata cable
Power Cable (Kettle Lead) 1.5m,,Cables & Adapters,ICT-0111,"Computer/kettle power cord, 1.5m",1.5m,"power cable, kettle lead, computer power cord"
WiFi Router (Wireless) 1 piece,,Networking,ICT-0112,"Dual-band wireless WiFi router, 1 piece",1 piece,"wifi router, wireless router"
MiFi (Portable WiFi) 1 piece,,Networking,ICT-0113,"Portable 4G MiFi hotspot device, 1 piece",1 piece,"mifi, portable wifi, hotspot"
WiFi Range Extender 1 piece,,Networking,ICT-0114,"WiFi signal range extender, 1 piece",1 piece,"wifi extender, range extender, repeater"
Network Switch (8-Port) 1 piece,,Networking,ICT-0115,"8-port ethernet network switch, 1 piece",1 piece,"network switch, ethernet switch"
Network Switch (16/24-Port) 16-port,,Networking,ICT-0116,"Ethernet network switch, 16-port",16-port,"network switch, 24 port switch"
Network Switch (16/24-Port) 24-port,,Networking,ICT-0117,"Ethernet network switch, 24-port",24-port,"network switch, 24 port switch"
USB WiFi Adapter (Dongle) 1 piece,,Networking,ICT-0118,"USB wireless WiFi adapter dongle, 1 piece",1 piece,"wifi dongle, usb wifi adapter"
Network Cable Roll (CAT6) 305m box,,Networking,ICT-0119,"CAT6 UTP network cable box, 305m box",305m box,"cat6 roll, network cable box"
RJ45 Connectors Pack of 50,,Networking,ICT-0120,"RJ45 network cable connectors, Pack of 50",Pack of 50,"rj45 connectors, network connectors"
RJ45 Connectors Pack of 100,,Networking,ICT-0121,"RJ45 network cable connectors, Pack of 100",Pack of 100,"rj45 connectors, network connectors"
Crimping Tool (RJ45) 1 piece,,Networking,ICT-0122,"RJ45 network crimping tool, 1 piece",1 piece,"crimping tool, rj45 crimper"
4G LTE Router (SIM) 1 piece,,Networking,ICT-0123,"4G LTE SIM WiFi router, 1 piece",1 piece,"4g router, lte router, sim router"
HP Inkjet Printer (All-in-One) 1 piece,HP,Printers & Consumables,ICT-0124,"HP all-in-one inkjet printer, 1 piece",1 piece,"hp printer, inkjet printer, all in one"
HP Laser Printer (Mono) 1 piece,HP,Printers & Consumables,ICT-0125,"HP monochrome laser printer, 1 piece",1 piece,"hp laser printer, laser printer"
HP Ink Cartridge (Black) Assorted models,HP,Printers & Consumables,ICT-0126,"HP black ink cartridge, Assorted models",Assorted models,"hp ink, black cartridge, ink cartridge"
HP Ink Cartridge (Colour) Assorted models,HP,Printers & Consumables,ICT-0127,"HP tri-colour ink cartridge, Assorted models",Assorted models,"hp ink, colour cartridge"
HP Toner Cartridge Assorted models,HP,Printers & Consumables,ICT-0128,"HP laser toner cartridge, Assorted models",Assorted models,"hp toner, toner cartridge"
Refill Ink Bottle Black,,Printers & Consumables,ICT-0129,"Printer refill ink bottle, Black",Black,"refill ink, ink bottle"
Refill Ink Bottle Cyan,,Printers & Consumables,ICT-0130,"Printer refill ink bottle, Cyan",Cyan,"refill ink, ink bottle"
Refill Ink Bottle Magenta,,Printers & Consumables,ICT-0131,"Printer refill ink bottle, Magenta",Magenta,"refill ink, ink bottle"
Refill Ink Bottle Yellow,,Printers & Consumables,ICT-0132,"Printer refill ink bottle, Yellow",Yellow,"refill ink, ink bottle"
Continuous Ink System (CISS) 1 set,,Printers & Consumables,ICT-0133,"CISS continuous ink supply kit, 1 set",1 set,"ciss, continuous ink system"
Printing Paper (A4) 500 sheets,,Printers & Consumables,ICT-0134,"A4 printing/photocopy paper ream, 500 sheets",500 sheets,"a4 paper, printing paper"
Photo Paper (Glossy A4) 20 sheets,,Printers & Consumables,ICT-0135,"A4 glossy photo paper, 20 sheets",20 sheets,"photo paper, glossy paper"
Sticker Paper (A4) 20 sheets,,Printers & Consumables,ICT-0136,"A4 printable sticker paper, 20 sheets",20 sheets,"sticker paper, label paper"
Laminating Machine A4,,Printers & Consumables,ICT-0137,"A4 desktop laminating machine, A4",A4,"laminating machine, laminator"
"Laminating Pouches A4, Pack of 100",,Printers & Consumables,ICT-0138,"A4 laminating pouches, A4, Pack of 100","A4, Pack of 100","laminating pouches, lamination film"
Binding Machine (Comb) 1 piece,,Printers & Consumables,ICT-0139,"Comb binding machine, 1 piece",1 piece,"binding machine, comb binder"
Scanner (Document) 1 piece,,Printers & Consumables,ICT-0140,"USB flatbed document scanner, 1 piece",1 piece,"scanner, document scanner"
Laptop (Windows) Assorted specs,,Computers & Tablets,ICT-0141,"Windows laptop computer, Assorted specs",Assorted specs,"laptop, windows laptop, computer"
Desktop Computer (Complete Set) 1 set,,Computers & Tablets,ICT-0142,"Complete desktop computer set, 1 set",1 set,"desktop computer, complete set, pc"
Tablet (Android) Assorted specs,,Computers & Tablets,ICT-0143,"Android tablet device, Assorted specs",Assorted specs,"tablet, android tablet"
Monitor (LED) 19 inch,,Computers & Tablets,ICT-0144,"LED computer monitor, 19 inch",19 inch,"monitor, led monitor, computer screen"
Monitor (LED) 22 inch,,Computers & Tablets,ICT-0145,"LED computer monitor, 22 inch",22 inch,"monitor, led monitor, computer screen"
Monitor (LED) 24 inch,,Computers & Tablets,ICT-0146,"LED computer monitor, 24 inch",24 inch,"monitor, led monitor, computer screen"
All-in-One Desktop 1 piece,,Computers & Tablets,ICT-0147,"All-in-one desktop computer, 1 piece",1 piece,"all in one pc, desktop"
Mini PC 1 piece,,Computers & Tablets,ICT-0148,"Compact mini desktop PC, 1 piece",1 piece,"mini pc, small computer"
Laptop RAM (Memory) 4GB,,Computers & Tablets,ICT-0149,"Laptop DDR RAM memory module, 4GB",4GB,"ram, laptop memory, ddr"
Laptop RAM (Memory) 8GB,,Computers & Tablets,ICT-0150,"Laptop DDR RAM memory module, 8GB",8GB,"ram, laptop memory, ddr"
Laptop RAM (Memory) 16GB,,Computers & Tablets,ICT-0151,"Laptop DDR RAM memory module, 16GB",16GB,"ram, laptop memory, ddr"
Desktop RAM (Memory) 8GB,,Computers & Tablets,ICT-0152,"Desktop DDR RAM memory module, 8GB",8GB,"ram, desktop memory"
Desktop RAM (Memory) 16GB,,Computers & Tablets,ICT-0153,"Desktop DDR RAM memory module, 16GB",16GB,"ram, desktop memory"
Phone LCD Screen (Replacement) Assorted models,,Phone Spare Parts,ICT-0154,"Replacement phone LCD display screen, Assorted models",Assorted models,"phone lcd, screen replacement, display"
Phone Touch Glass Assorted models,,Phone Spare Parts,ICT-0155,"Replacement phone touch glass, Assorted models",Assorted models,"touch glass, screen glass"
Charging Port (Flex) Assorted models,,Phone Spare Parts,ICT-0156,"Phone charging port flex cable, Assorted models",Assorted models,"charging port, charging flex"
Phone Speaker (Replacement) Assorted models,,Phone Spare Parts,ICT-0157,"Replacement phone loudspeaker, Assorted models",Assorted models,"phone speaker, loudspeaker"
Phone Back Cover / Housing Assorted models,,Phone Spare Parts,ICT-0158,"Replacement phone back housing, Assorted models",Assorted models,"back cover, phone housing"
SIM Tray Assorted models,,Phone Spare Parts,ICT-0159,"Replacement SIM card tray, Assorted models",Assorted models,sim tray
Phone Repair Tool Kit 1 set,,Phone Spare Parts,ICT-0160,"Phone opening and repair tool kit, 1 set",1 set,"repair kit, phone tools, opening tools"
Soldering Iron Kit 1 set,,Phone Spare Parts,ICT-0161,"Electronics soldering iron kit, 1 set",1 set,"soldering iron, solder kit"
Screen Adhesive / Glue (B-7000) 1 piece,,Phone Spare Parts,ICT-0162,"B-7000 phone screen adhesive glue, 1 piece",1 piece,"b7000, phone glue, screen adhesive"
Tempered Glass Machine (Cutting) 1 piece,,Phone Spare Parts,ICT-0163,"Screen protector cutting machine, 1 piece",1 piece,"cutting machine, tempered glass machine"
Selfie Stick (Bluetooth) 1 piece,,Accessories & Misc,ICT-0164,"Bluetooth selfie stick tripod, 1 piece",1 piece,"selfie stick, tripod"
Phone Tripod Stand 1 piece,,Accessories & Misc,ICT-0165,"Adjustable phone tripod stand, 1 piece",1 piece,"tripod, phone stand"
Ring Light (LED) 10 inch,,Accessories & Misc,ICT-0166,"LED ring light with stand, 10 inch",10 inch,"ring light, selfie light"
Ring Light (LED) 18 inch,,Accessories & Misc,ICT-0167,"LED ring light with stand, 18 inch",18 inch,"ring light, selfie light"
Smart Watch 1 piece,,Accessories & Misc,ICT-0168,"Bluetooth fitness smart watch, 1 piece",1 piece,"smart watch, fitness watch"
Smart Watch Strap Assorted,,Accessories & Misc,ICT-0169,"Replacement smart watch strap, Assorted",Assorted,"watch strap, watch band"
Phone Cleaning Kit 1 set,,Accessories & Misc,ICT-0170,"Screen cleaning kit for phones/laptops, 1 set",1 set,"cleaning kit, screen cleaner"
Earphone Splitter 1 piece,,Accessories & Misc,ICT-0171,"3.5mm audio splitter, 1 piece",1 piece,"audio splitter, headphone splitter"
Bluetooth Audio Receiver 1 piece,,Accessories & Misc,ICT-0172,"Bluetooth audio receiver adapter, 1 piece",1 piece,"bluetooth receiver, aux bluetooth"
TV Streaming Stick / Box 1 piece,,Accessories & Misc,ICT-0173,"Android TV streaming box, 1 piece",1 piece,"tv box, streaming box, android tv"
Gamepad / Controller 1 piece,,Accessories & Misc,ICT-0174,"Wireless gaming controller gamepad, 1 piece",1 piece,"gamepad, controller, game pad"
VR Headset (Phone) 1 piece,,Accessories & Misc,ICT-0175,"Virtual reality phone headset, 1 piece",1 piece,"vr headset, vr glasses"
Phone Gimbal Stabilizer 1 piece,,Accessories & Misc,ICT-0176,"Handheld phone gimbal stabilizer, 1 piece",1 piece,"gimbal, stabilizer"
POS Machine Accessories Thermal roll,,Accessories & Misc,ICT-0177,"POS terminal accessories, Thermal roll",Thermal roll,"pos machine, pos accessories, thermal roll"
POS Machine Accessories Charger,,Accessories & Misc,ICT-0178,"POS terminal accessories, Charger",Charger,"pos machine, pos accessories, thermal roll"
Casio Calculator (Scientific) 1 piece,Casio,Accessories & Misc,ICT-0179,"Casio scientific calculator, 1 piece",1 piece,"casio, scientific calculator"
