name,brand,category,sku,description,package_size,search_keywords
GES Approved SHS Cost Accounting Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0076,GES approved Cost Accounting elective textbook for Senior High School,1 copy,"shs, cost accounting, elective, textbook"
GES Approved SHS Business Management Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0077,GES approved Business Management elective textbook for Senior High School,1 copy,"shs, business management, elective, textbook"
GES Approved SHS Elective Agricultural Science Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0078,GES approved Elective Agricultural Science elective textbook for Senior High School,1 copy,"shs, elective agricultural science, elective, textbook"
GES Approved SHS Animal Husbandry Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0079,GES approved Animal Husbandry elective textbook for Senior High School,1 copy,"shs, animal husbandry, elective, textbook"
GES Approved SHS General Agriculture Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0080,GES approved General Agriculture elective textbook for Senior High School,1 copy,"shs, general agriculture, elective, textbook"
GES Approved SHS Applied Electricity Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0081,GES approved Applied Electricity elective textbook for Senior High School,1 copy,"shs, applied electricity, elective, textbook"
GES Approved SHS Electronics Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0082,GES approved Electronics elective textbook for Senior High School,1 copy,"shs, electronics, elective, textbook"
GES Approved SHS Technical Drawing Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0083,GES approved Technical Drawing elective textbook for Senior High School,1 copy,"shs, technical drawing, elective, textbook"
GES Approved SHS Building Construction Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0084,GES approved Building Construction elective textbook for Senior High School,1 copy,"shs, building construction, elective, textbook"
GES Approved SHS Woodwork Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0085,GES approved Woodwork elective textbook for Senior High School,1 copy,"shs, woodwork, elective, textbook"
GES Approved SHS Metalwork Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0086,GES approved Metalwork elective textbook for Senior High School,1 copy,"shs, metalwork, elective, textbook"
GES Approved SHS Auto Mechanics Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0087,GES approved Auto Mechanics elective textbook for Senior High School,1 copy,"shs, auto mechanics, elective, textbook"
GES Approved SHS General Knowledge in Art Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0088,GES approved General Knowledge in Art elective textbook for Senior High School,1 copy,"shs, general knowledge in art, elective, textbook"
GES Approved SHS Graphic Design Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0089,GES approved Graphic Design elective textbook for Senior High School,1 copy,"shs, graphic design, elective, textbook"
GES Approved SHS Picture Making Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0090,GES approved Picture Making elective textbook for Senior High School,1 copy,"shs, picture making, elective, textbook"
GES Approved SHS Textiles Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0091,GES approved Textiles elective textbook for Senior High School,1 copy,"shs, textiles, elective, textbook"
GES Approved SHS Ceramics Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0092,GES approved Ceramics elective textbook for Senior High School,1 copy,"shs, ceramics, elective, textbook"
GES Approved SHS Leatherwork Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0093,GES approved Leatherwork elective textbook for Senior High School,1 copy,"shs, leatherwork, elective, textbook"
GES Approved SHS Food and Nutrition Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0094,GES approved Food and Nutrition elective textbook for Senior High School,1 copy,"shs, food and nutrition, elective, textbook"
GES Approved SHS Management in Living Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0095,GES approved Management in Living elective textbook for Senior High School,1 copy,"shs, management in living, elective, textbook"
GES Approved SHS Clothing and Textiles Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0096,GES approved Clothing and Textiles elective textbook for Senior High School,1 copy,"shs, clothing and textiles, elective, textbook"
GES Approved SHS Music Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0097,GES approved Music elective textbook for Senior High School,1 copy,"shs, music, elective, textbook"
GES Approved SHS Dance Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0098,GES approved Dance elective textbook for Senior High School,1 copy,"shs, dance, elective, textbook"
GES Approved SHS French Literature Textbook 1 copy,GES Approved,SHS Elective Textbooks,BKS-0099,GES approved French Literature elective textbook for Senior High School,1 copy,"shs, french literature, elective, textbook"
Approved Series WASSCE Past Questions - Core Mathematics 1 copy,Approved Series,Past Questions & Revision,BKS-0100,Compiled WASSCE past exam questions for Core Mathematics,1 copy,"wassce, past questions, core mathematics, revision"
Approved Series WASSCE Past Questions - English Language 1 copy,Approved Series,Past Questions & Revision,BKS-0101,Compiled WASSCE past exam questions for English Language,1 copy,"wassce, past questions, english language, revision"
Approved Series WASSCE Past Questions - Integrated Science 1 copy,Approved Series,Past Questions & Revision,BKS-0102,Compiled WASSCE past exam questions for Integrated Science,1 copy,"wassce, past questions, integrated science, revision"
Approved Series WASSCE Past Questions - Social Studies 1 copy,Approved Series,Past Questions & Revision,BKS-0103,Compiled WASSCE past exam questions for Social Studies,1 copy,"wassce, past questions, social studies, revision"
Approved Series WASSCE Past Questions - Elective Mathematics 1 copy,Approved Series,Past Questions & Revision,BKS-0104,Compiled WASSCE past exam questions for Elective Mathematics,1 copy,"wassce, past questions, elective mathematics, revision"
Approved Series WASSCE Past Questions - Physics 1 copy,Approved Series,Past Questions & Revision,BKS-0105,Compiled WASSCE past exam questions for Physics,1 copy,"wassce, past questions, physics, revision"
Approved Series WASSCE Past Questions - Chemistry 1 copy,Approved Series,Past Questions & Revision,BKS-0106,Compiled WASSCE past exam questions for Chemistry,1 copy,"wassce, past questions, chemistry, revision"
Approved Series WASSCE Past Questions - Biology 1 copy,Approved Series,Past Questions & Revision,BKS-0107,Compiled WASSCE past exam questions for Biology,1 copy,"wassce, past questions, biology, revision"
Approved Series WASSCE Past Questions - Economics 1 copy,Approved Series,Past Questions & Revision,BKS-0108,Compiled WASSCE past exam questions for Economics,1 copy,"wassce, past questions, economics, revision"
Approved Series WASSCE Past Questions - Geography 1 copy,Approved Series,Past Questions & Revision,BKS-0109,Compiled WASSCE past exam questions for Geography,1 copy,"wassce, past questions, geography, revision"
Approved Series WASSCE Past Questions - Government 1 copy,Approved Series,Past Questions & Revision,BKS-0110,Compiled WASSCE past exam questions for Government,1 copy,"wassce, past questions, government, revision"
Approved Series WASSCE Past Questions - History 1 copy,Approved Series,Past Questions & Revision,BKS-0111,Compiled WASSCE past exam questions for History,1 copy,"wassce, past questions, history, revision"
Approved Series WASSCE Past Questions - Literature in English 1 copy,Approved Series,Past Questions & Revision,BKS-0112,Compiled WASSCE past exam questions for Literature in English,1 copy,"wassce, past questions, literature in english, revision"
Approved Series WASSCE Past Questions - Financial Accounting 1 copy,Approved Series,Past Questions & Revision,BKS-0113,Compiled WASSCE past exam questions for Financial Accounting,1 copy,"wassce, past questions, financial accounting, revision"
Approved Series WASSCE Past Questions - Elective ICT 1 copy,Approved Series,Past Questions & Revision,BKS-0114,Compiled WASSCE past exam questions for Elective ICT,1 copy,"wassce, past questions, elective ict, revision"
Approved Series BECE Past Questions - Mathematics 1 copy,Approved Series,Past Questions & Revision,BKS-0115,Compiled BECE past exam questions for Mathematics,1 copy,"bece, past questions, mathematics, revision"
Approved Series BECE Past Questions - English Language 1 copy,Approved Series,Past Questions & Revision,BKS-0116,Compiled BECE past exam questions for English Language,1 copy,"bece, past questions, english language, revision"
Approved Series BECE Past Questions - Integrated Science 1 copy,Approved Series,Past Questions & Revision,BKS-0117,Compiled BECE past exam questions for Integrated Science,1 copy,"bece, past questions, integrated science, revision"
Approved Series BECE Past Questions - Social Studies 1 copy,Approved Series,Past Questions & Revision,BKS-0118,Compiled BECE past exam questions for Social Studies,1 copy,"bece, past questions, social studies, revision"
Approved Series BECE Past Questions - RME 1 copy,Approved Series,Past Questions & Revision,BKS-0119,Compiled BECE past exam questions for RME,1 copy,"bece, past questions, rme, revision"
Approved Series BECE Past Questions - Computing 1 copy,Approved Series,Past Questions & Revision,BKS-0120,Compiled BECE past exam questions for Computing,1 copy,"bece, past questions, computing, revision"
Approved Series BECE Past Questions - Career Technology 1 copy,Approved Series,Past Questions & Revision,BKS-0121,Compiled BECE past exam questions for Career Technology,1 copy,"bece, past questions, career technology, revision"
WASSCE Chief Examiner's Report Compilation 1 copy,,Past Questions & Revision,BKS-0122,Compiled WASSCE examiner's reports across subjects,1 copy,"wassce, examiners report, revision"
BECE Mock Exams Pack 1 copy,,Past Questions & Revision,BKS-0123,Full BECE mock examination question pack,1 copy,"bece, mock exams, revision"
Excellence Series Excellence in Core Mathematics (Revision Guide) 1 copy,Excellence Series,Revision Guides,BKS-0124,Comprehensive revision guide for Core Mathematics,1 copy,"revision guide, core mathematics, study guide"
Excellence Series Excellence in English Language (Revision Guide) 1 copy,Excellence Series,Revision Guides,BKS-0125,Comprehensive revision guide for English Language,1 copy,"revision guide, english language, study guide"
Excellence Series Excellence in Integrated Science (Revision Guide) 1 copy,Excellence Series,Revision Guides,BKS-0126,Comprehensive revision guide for Integrated Science,1 copy,"revision guide, integrated science, study guide"
Excellence Series Excellence in Elective Mathematics (Revision Guide) 1 copy,Excellence Series,Revision Guides,BKS-0127,Comprehensive revision guide for Elective Mathematics,1 copy,"revision guide, elective mathematics, study guide"
Excellence Series Excellence in Physics (Revision Guide) 1 copy,Excellence Series,Revision Guides,BKS-0128,Comprehensive revision guide for Physics,1 copy,"revision guide, physics, study guide"
Excellence Series Excellence in Chemistry (Revision Guide) 1 copy,Excellence Series,Revision Guides,BKS-0129,Comprehensive revision guide for Chemistry,1 copy,"revision guide, chemistry, study guide"
Excellence Series Excellence in Biology (Revision Guide) 1 copy,Excellence Series,Revision Guides,BKS-0130,Comprehensive revision guide for Biology,1 copy,"revision guide, biology, study guide"
Excellence Series Excellence in Economics (Revision Guide) 1 copy,Excellence Series,Revision Guides,BKS-0131,Comprehensive revision guide for Economics,1 copy,"revision guide, economics, study guide"
Oxford Oxford Advanced Learner's Dictionary 1 copy,Oxford,Dictionaries & Reference,BKS-0132,"Oxford Advanced Learner's English Dictionary, 1 copy",1 copy,"oxford dictionary, english dictionary"
Collins Concise English Dictionary 1 copy,Collins,Dictionaries & Reference,BKS-0133,"Collins Concise English Dictionary, 1 copy",1 copy,"collins dictionary, english dictionary"
Twi-English Dictionary 1 copy,,Dictionaries & Reference,BKS-0134,"Twi to English bilingual dictionary, 1 copy",1 copy,"twi dictionary, twi english"
French-English Dictionary 1 copy,,Dictionaries & Reference,BKS-0135,"French to English bilingual dictionary, 1 copy",1 copy,french dictionary
Roget's Thesaurus 1 copy,Roget's,Dictionaries & Reference,BKS-0136,"Roget's English Thesaurus, 1 copy",1 copy,"thesaurus, roget"
Atlas of the World 1 copy,,Dictionaries & Reference,BKS-0137,"World atlas reference book, 1 copy",1 copy,"atlas, world map, geography"
Encyclopedia (General Knowledge) 1 copy,,Dictionaries & Reference,BKS-0138,"General knowledge encyclopedia volume, 1 copy",1 copy,"encyclopedia, general knowledge"
Ghana Constitution (1992) Booklet 1 copy,,Dictionaries & Reference,BKS-0139,"Booklet of the 1992 Ghana Constitution, 1 copy",1 copy,"ghana constitution, government"
Holy Bible (King James Version) Standard,,Religious Books,BKS-0140,"King James Version Holy Bible, Standard",Standard,"bible, kjv, holy bible"
Holy Bible (King James Version) Large Print,,Religious Books,BKS-0141,"King James Version Holy Bible, Large Print",Large Print,"bible, kjv, holy bible"
Holy Bible (King James Version) Pocket,,Religious Books,BKS-0142,"King James Version Holy Bible, Pocket",Pocket,"bible, kjv, holy bible"
Holy Bible (New International Version) Standard,,Religious Books,BKS-0143,"NIV Holy Bible, Standard",Standard,"bible, niv, holy bible"
Holy Bible (New International Version) Large Print,,Religious Books,BKS-0144,"NIV Holy Bible, Large Print",Large Print,"bible, niv, holy bible"
New World Translation Bible Standard,,Religious Books,BKS-0145,"New World Translation of the Holy Scriptures, Standard",Standard,"bible, nwt, new world translation"
Holy Quran (with Translation) Standard,,Religious Books,BKS-0146,"Holy Quran with English translation, Standard",Standard,"quran, islamic book"
Methodist Hymn Book 1 copy,,Religious Books,BKS-0147,"Methodist Church hymn book, 1 copy",1 copy,"hymn book, methodist"
Presbyterian Hymn Book 1 copy,,Religious Books,BKS-0148,"Presbyterian Church hymn book, 1 copy",1 copy,"hymn book, presbyterian"
Catholic Hymn Book 1 copy,,Religious Books,BKS-0149,"Catholic Church hymnal, 1 copy",1 copy,"hymn book, catholic"
Our Daily Bread Daily Devotional Guide 1 copy,Our Daily Bread,Religious Books,BKS-0150,"Our Daily Bread devotional guide, 1 copy",1 copy,"devotional, our daily bread"
Christian Prayer Book 1 copy,,Religious Books,BKS-0151,"Book of Christian prayers, 1 copy",1 copy,"prayer book, christian"
Alphabet Picture Book (ABC) 1 copy,,Children's Books,BKS-0152,"Illustrated alphabet picture book for toddlers, 1 copy",1 copy,"abc book, alphabet book, children"
Numbers Picture Book (123) 1 copy,,Children's Books,BKS-0153,"Illustrated numbers picture book for toddlers, 1 copy",1 copy,"numbers book, children"
Anansi Folk Tales Storybook 1 copy,,Children's Books,BKS-0154,"Traditional Anansi Ghanaian folk tales storybook, 1 copy",1 copy,"anansi stories, ghana folktales, children"
Aesop's Fables Storybook 1 copy,,Children's Books,BKS-0155,"Illustrated Aesop's Fables collection, 1 copy",1 copy,"aesops fables, children stories"
Colouring Book 1 copy,,Children's Books,BKS-0156,"Children's colouring activity book, 1 copy",1 copy,"colouring book, activity book"
Nursery Rhymes Book 1 copy,,Children's Books,BKS-0157,"Illustrated nursery rhymes collection, 1 copy",1 copy,"nursery rhymes, children"
First Words Board Book 1 copy,,Children's Books,BKS-0158,"Board book of first words for infants, 1 copy",1 copy,"board book, first words, toddler"
Wole Soyinka The Trials of Brother Jero (Play) 1 copy,Wole Soyinka,Novels & Literature,BKS-0159,"Wole Soyinka's play, WASSCE prescribed text",1 copy,"trials of brother jero, soyinka, literature"
Chinua Achebe Things Fall Apart (Novel) 1 copy,Chinua Achebe,Novels & Literature,BKS-0160,Chinua Achebe's classic African novel,1 copy,"things fall apart, achebe, literature"
Ayi Kwei Armah The Beautyful Ones Are Not Yet Born (Novel) 1 copy,Ayi Kwei Armah,Novels & Literature,BKS-0161,Ayi Kwei Armah's acclaimed Ghanaian novel,1 copy,"beautyful ones, armah, ghanaian literature"
