name,brand,category,sku,description,package_size,search_keywords
PVC Inspection Chamber 1 piece,,Plumbing,HDW-0364,"PVC drainage inspection chamber, 1 piece",1 piece,"inspection chamber, manhole"
Non-Return Valve (Check Valve) 1/2 inch,,Plumbing,HDW-0365,"Brass non-return check valve, 1/2 inch",1/2 inch,"check valve, non return valve"
Non-Return Valve (Check Valve) 3/4 inch,,Plumbing,HDW-0366,"Brass non-return check valve, 3/4 inch",3/4 inch,"check valve, non return valve"
Non-Return Valve (Check Valve) 1 inch,,Plumbing,HDW-0367,"Brass non-return check valve, 1 inch",1 inch,"check valve, non return valve"
Foot Valve (Pump) 1 inch,,Plumbing,HDW-0368,"Brass pump foot valve with strainer, 1 inch",1 inch,"foot valve, pump valve"
Foot Valve (Pump) 1.5 inch,,Plumbing,HDW-0369,"Brass pump foot valve with strainer, 1.5 inch",1.5 inch,"foot valve, pump valve"
Foot Valve (Pump) 2 inch,,Plumbing,HDW-0370,"Brass pump foot valve with strainer, 2 inch",2 inch,"foot valve, pump valve"
Pressure Reducing Valve 1/2 inch,,Plumbing,HDW-0371,"Water pressure reducing valve, 1/2 inch",1/2 inch,"pressure valve, prv"
Pressure Reducing Valve 3/4 inch,,Plumbing,HDW-0372,"Water pressure reducing valve, 3/4 inch",3/4 inch,"pressure valve, prv"
Water Meter 1/2 inch,,Plumbing,HDW-0373,"Domestic water flow meter, 1/2 inch",1/2 inch,"water meter, flow meter"
Water Meter 3/4 inch,,Plumbing,HDW-0374,"Domestic water flow meter, 3/4 inch",3/4 inch,"water meter, flow meter"
Angle Valve (Stop) 1/2 inch,,Plumbing,HDW-0375,"Chrome angle stop valve, 1/2 inch",1/2 inch,"angle valve, stop valve"
Pillar Tap 1/2 inch,,Plumbing,HDW-0376,"Chrome pillar basin tap, 1/2 inch",1/2 inch,"pillar tap, basin tap"
Push-Fit Fittings (Assorted) Assorted,,Plumbing,HDW-0377,"Push-fit plumbing connectors, Assorted",Assorted,"push fit, quick connector"
Pipe Insulation (Foam) Per length,,Plumbing,HDW-0378,"Foam pipe lagging insulation, Per length",Per length,"pipe insulation, lagging"
Drain Snake / Rod 5m,,Plumbing,HDW-0379,"Drain unblocking snake rod, 5m",5m,"drain snake, plumbing rod"
Drain Snake / Rod 10m,,Plumbing,HDW-0380,"Drain unblocking snake rod, 10m",10m,"drain snake, plumbing rod"
Rubber Washers (Assorted) Pack,,Plumbing,HDW-0381,"Assorted tap rubber washers, Pack",Pack,"washers, tap washers, rubber washers"
Leyland Emulsion Paint 4L,Leyland,Paint & Finishes,HDW-0382,"Leyland emulsion paint, 4L",4L,"leyland paint, emulsion"
Leyland Emulsion Paint 20L,Leyland,Paint & Finishes,HDW-0383,"Leyland emulsion paint, 20L",20L,"leyland paint, emulsion"
Nippon Paint Emulsion Paint 4L,Nippon Paint,Paint & Finishes,HDW-0384,"Nippon emulsion wall paint, 4L",4L,"nippon paint, emulsion"
Nippon Paint Emulsion Paint 20L,Nippon Paint,Paint & Finishes,HDW-0385,"Nippon emulsion wall paint, 20L",20L,"nippon paint, emulsion"
Satin / Silk Emulsion 4L,,Paint & Finishes,HDW-0386,"Silk finish emulsion paint, 4L",4L,"silk emulsion, satin paint"
Satin / Silk Emulsion 20L,,Paint & Finishes,HDW-0387,"Silk finish emulsion paint, 20L",20L,"silk emulsion, satin paint"
Matt Emulsion 4L,,Paint & Finishes,HDW-0388,"Matt finish emulsion paint, 4L",4L,"matt emulsion, matt paint"
Matt Emulsion 20L,,Paint & Finishes,HDW-0389,"Matt finish emulsion paint, 20L",20L,"matt emulsion, matt paint"
Weatherguard Exterior Paint 20L,,Paint & Finishes,HDW-0390,"Weatherguard exterior wall paint, 20L",20L,"weatherguard, exterior paint"
Roof Paint 4L,,Paint & Finishes,HDW-0391,"Metal roof coating paint, 4L",4L,"roof paint, roof coating"
Roof Paint 20L,,Paint & Finishes,HDW-0392,"Metal roof coating paint, 20L",20L,"roof paint, roof coating"
Road Marking Paint 4L,,Paint & Finishes,HDW-0393,"Road line marking paint, 4L",4L,road marking paint
Road Marking Paint 20L,,Paint & Finishes,HDW-0394,"Road line marking paint, 20L",20L,road marking paint
Chalkboard Paint 1L,,Paint & Finishes,HDW-0395,"Blackboard chalkboard paint, 1L",1L,"chalkboard paint, blackboard paint"
Aluminium Paint 1L,,Paint & Finishes,HDW-0396,"Silver aluminium metal paint, 1L",1L,"aluminium paint, silver paint"
Aluminium Paint 4L,,Paint & Finishes,HDW-0397,"Silver aluminium metal paint, 4L",4L,"aluminium paint, silver paint"
Bituminous Black Paint 4L,,Paint & Finishes,HDW-0398,"Black bituminous protective paint, 4L",4L,"bituminous paint, black paint"
Bituminous Black Paint 20L,,Paint & Finishes,HDW-0399,"Black bituminous protective paint, 20L",20L,"bituminous paint, black paint"
Paint Scraper 1 piece,,Paint & Finishes,HDW-0400,"Metal paint scraper, 1 piece",1 piece,"paint scraper, scraper"
Wire Brush (Paint Prep) 1 piece,,Paint & Finishes,HDW-0401,"Wire brush for surface prep, 1 piece",1 piece,"wire brush, paint brush"
Roller Refill Sleeve 7 inch,,Paint & Finishes,HDW-0402,"Paint roller refill sleeve, 7 inch",7 inch,"roller sleeve, roller refill"
Roller Refill Sleeve 9 inch,,Paint & Finishes,HDW-0403,"Paint roller refill sleeve, 9 inch",9 inch,"roller sleeve, roller refill"
Paint Tray 1 piece,,Paint & Finishes,HDW-0404,"Plastic paint roller tray, 1 piece",1 piece,paint tray
Colour Tint / Stainer Assorted,,Paint & Finishes,HDW-0405,"Concentrated paint colour tint, Assorted",Assorted,"colour tint, stainer, colourant"
Distemper (White Wash) 5kg,,Paint & Finishes,HDW-0406,"Powder distemper wall wash, 5kg",5kg,"distemper, white wash"
Distemper (White Wash) 25kg,,Paint & Finishes,HDW-0407,"Powder distemper wall wash, 25kg",25kg,"distemper, white wash"
Nails (Roofing Felt) Per kg,,Fasteners & Fixings,HDW-0408,"Clout roofing felt nails, Per kg",Per kg,"felt nails, clout nails"
Nails (Panel Pin) Per pack,,Fasteners & Fixings,HDW-0409,"Fine panel pin nails, Per pack",Per pack,"panel pins, small nails"
Chipboard Screws Box of 200,,Fasteners & Fixings,HDW-0410,"Chipboard/decking screws, Box of 200",Box of 200,"chipboard screws, decking screws"
Machine Screws Box,,Fasteners & Fixings,HDW-0411,"Assorted machine screws, Box",Box,machine screws
U-Bolts Assorted,,Fasteners & Fixings,HDW-0412,"Steel U-bolts with nuts, Assorted",Assorted,u bolts
Eye Bolts Assorted,,Fasteners & Fixings,HDW-0413,"Steel eye bolts, Assorted",Assorted,eye bolts
Hook Bolts (Roofing) Per pack,,Fasteners & Fixings,HDW-0414,"Roofing hook bolts, Per pack",Per pack,"hook bolts, roofing bolts"
Butterfly / Toggle Bolts Pack of 10,,Fasteners & Fixings,HDW-0415,"Toggle butterfly wall anchors, Pack of 10",Pack of 10,"toggle bolts, butterfly bolts"
Concealed Hinges (Cabinet) Pair,,Fasteners & Fixings,HDW-0416,"Cabinet concealed hinges, Pair",Pair,"cabinet hinges, concealed hinges"
Piano Hinge (Continuous) Per length,,Fasteners & Fixings,HDW-0417,"Continuous piano hinge, Per length",Per length,"piano hinge, continuous hinge"
Gate Hinge (Heavy Duty) Pair,,Fasteners & Fixings,HDW-0418,"Heavy duty gate hinge, Pair",Pair,"gate hinge, heavy hinge"
Door Closer (Hydraulic) 1 piece,,Fasteners & Fixings,HDW-0419,"Hydraulic automatic door closer, 1 piece",1 piece,"door closer, hydraulic closer"
Door Stopper 1 piece,,Fasteners & Fixings,HDW-0420,"Floor/wall door stopper, 1 piece",1 piece,door stopper
Cabinet Handle / Knob Assorted,,Fasteners & Fixings,HDW-0421,"Cabinet door handle knob, Assorted",Assorted,"cabinet handle, drawer knob"
Drawer Runner / Slide Pair,,Fasteners & Fixings,HDW-0422,"Metal drawer slide runners, Pair",Pair,"drawer runner, drawer slide"
Cylinder Lock (Rim) 1 set,,Fasteners & Fixings,HDW-0423,"Rim cylinder night latch lock, 1 set",1 set,"rim lock, cylinder lock, night latch"
Digital Door Lock 1 set,,Fasteners & Fixings,HDW-0424,"Electronic keypad door lock, 1 set",1 set,"digital lock, keypad lock"
Combination Padlock 1 piece,,Fasteners & Fixings,HDW-0425,"Combination code padlock, 1 piece",1 piece,"combination padlock, code lock"
Screwdriver (Flat Head) Small,,Hand Tools,HDW-0426,"Flat head screwdriver, Small",Small,"flat screwdriver, screwdriver"
Screwdriver (Flat Head) Medium,,Hand Tools,HDW-0427,"Flat head screwdriver, Medium",Medium,"flat screwdriver, screwdriver"
Screwdriver (Flat Head) Large,,Hand Tools,HDW-0428,"Flat head screwdriver, Large",Large,"flat screwdriver, screwdriver"
Screwdriver (Phillips) Small,,Hand Tools,HDW-0429,"Phillips cross screwdriver, Small",Small,"phillips screwdriver, cross screwdriver"
Screwdriver (Phillips) Medium,,Hand Tools,HDW-0430,"Phillips cross screwdriver, Medium",Medium,"phillips screwdriver, cross screwdriver"
Screwdriver (Phillips) Large,,Hand Tools,HDW-0431,"Phillips cross screwdriver, Large",Large,"phillips screwdriver, cross screwdriver"
Ratchet Screwdriver 1 set,,Hand Tools,HDW-0432,"Ratchet screwdriver with bits, 1 set",1 set,ratchet screwdriver
Long Nose Pliers 6 inch,,Hand Tools,HDW-0433,"Long nose pliers, 6 inch",6 inch,"long nose pliers, needle nose"
Long Nose Pliers 8 inch,,Hand Tools,HDW-0434,"Long nose pliers, 8 inch",8 inch,"long nose pliers, needle nose"
Side Cutter Pliers 6 inch,,Hand Tools,HDW-0435,"Diagonal side cutting pliers, 6 inch",6 inch,"side cutters, wire cutters"
Locking Pliers (Vice Grip) 10 inch,,Hand Tools,HDW-0436,"Locking vice grip pliers, 10 inch",10 inch,"vice grip, locking pliers"
Water Pump Pliers 10 inch,,Hand Tools,HDW-0437,"Adjustable water pump pliers, 10 inch",10 inch,"water pump pliers, groove joint"
Bench Vice 4 inch,,Hand Tools,HDW-0438,"Bench mounted engineer's vice, 4 inch",4 inch,"bench vice, vice, clamp"
Bench Vice 6 inch,,Hand Tools,HDW-0439,"Bench mounted engineer's vice, 6 inch",6 inch,"bench vice, vice, clamp"
G-Clamp 4 inch,,Hand Tools,HDW-0440,"G-clamp holding tool, 4 inch",4 inch,"g clamp, clamp"
G-Clamp 6 inch,,Hand Tools,HDW-0441,"G-clamp holding tool, 6 inch",6 inch,"g clamp, clamp"
Hand Plane (Wood) 1 piece,,Hand Tools,HDW-0442,"Carpenter's hand plane, 1 piece",1 piece,"hand plane, wood plane"
Wood Rasp / File 1 piece,,Hand Tools,HDW-0443,"Wood shaping rasp file, 1 piece",1 piece,"rasp, wood file"
Mallet (Rubber) 1 piece,,Hand Tools,HDW-0444,"Rubber mallet, 1 piece",1 piece,"rubber mallet, mallet"
Chalk Line Reel 1 piece,,Hand Tools,HDW-0445,"Chalk line marking reel, 1 piece",1 piece,"chalk line, marking reel"
Builder's Line 1 roll,,Hand Tools,HDW-0446,"Nylon builder's mason line, 1 roll",1 roll,"builders line, mason line, string line"
Line Level 1 piece,,Hand Tools,HDW-0447,"Hanging line spirit level, 1 piece",1 piece,line level
Carpenter's Pencil Pack of 10,,Hand Tools,HDW-0448,"Flat carpenter's marking pencil, Pack of 10",Pack of 10,"carpenter pencil, marking pencil"
Tin Snips (Metal Shears) 1 piece,,Hand Tools,HDW-0449,"Metal cutting tin snips, 1 piece",1 piece,"tin snips, metal shears"
Cable / Wire Cutter 1 piece,,Hand Tools,HDW-0450,"Heavy cable cutter, 1 piece",1 piece,"cable cutter, wire cutter"
Nail Puller / Pry Bar 1 piece,,Hand Tools,HDW-0451,"Nail puller pry bar, 1 piece",1 piece,"nail puller, pry bar"
Putty Knife 2 inch,,Hand Tools,HDW-0452,"Filling putty knife, 2 inch",2 inch,"putty knife, filling knife"
Putty Knife 4 inch,,Hand Tools,HDW-0453,"Filling putty knife, 4 inch",4 inch,"putty knife, filling knife"
Notched Trowel (Tiling) 1 piece,,Hand Tools,HDW-0454,"Notched tile adhesive trowel, 1 piece",1 piece,"notched trowel, tiling trowel"
Grout Float 1 piece,,Hand Tools,HDW-0455,"Rubber grout spreading float, 1 piece",1 piece,grout float
Corner Trowel 1 piece,,Hand Tools,HDW-0456,"Internal corner plastering trowel, 1 piece",1 piece,corner trowel
Hawk (Plasterer's Board) 1 piece,,Hand Tools,HDW-0457,"Plasterer's mortar hawk board, 1 piece",1 piece,"hawk, plasterer board"
Jointing Tool (Pointing) 1 piece,,Hand Tools,HDW-0458,"Brick jointing pointing tool, 1 piece",1 piece,"jointing tool, pointing tool"
Cutting Knife (Utility) 1 piece,,Hand Tools,HDW-0459,"Retractable utility cutting knife, 1 piece",1 piece,"utility knife, box cutter"
Hand Auger / Drill 1 piece,,Hand Tools,HDW-0460,"Manual hand drill auger, 1 piece",1 piece,"hand drill, auger"
Axe 1 piece,,Hand Tools,HDW-0461,"Chopping axe with handle, 1 piece",1 piece,"axe, chopping axe"
Cutlass / Machete 1 piece,,Hand Tools,HDW-0462,"Farm cutlass machete, 1 piece",1 piece,"cutlass, machete"
Rake 1 piece,,Hand Tools,HDW-0463,"Garden/steel rake, 1 piece",1 piece,"rake, garden rake"
Garden Fork 1 piece,,Hand Tools,HDW-0464,"Digging garden fork, 1 piece",1 piece,"garden fork, digging fork"
Ceramic Floor Tiles (Anti-Slip) 30x30cm,,Tiles & Flooring,HDW-0465,"Anti-slip ceramic floor tiles, 30x30cm, per box",30x30cm,"anti slip tiles, floor tiles"
Ceramic Floor Tiles (Anti-Slip) 40x40cm,,Tiles & Flooring,HDW-0466,"Anti-slip ceramic floor tiles, 40x40cm, per box",40x40cm,"anti slip tiles, floor tiles"
Vitrified Tiles 60x60cm,,Tiles & Flooring,HDW-0467,"Vitrified polished tiles, 60x60cm, per box",60x60cm,"vitrified tiles, floor tiles"
Vitrified Tiles 80x80cm,,Tiles & Flooring,HDW-0468,"Vitrified polished tiles, 80x80cm, per box",80x80cm,"vitrified tiles, floor tiles"
Mosaic Tiles Per sheet,,Tiles & Flooring,HDW-0469,"Decorative mosaic tile sheet, Per sheet",Per sheet,mosaic tiles
Skirting Tiles Per piece,,Tiles & Flooring,HDW-0470,"Ceramic skirting tiles, Per piece",Per piece,"skirting tiles, skirting"
Interlocking Paving Blocks Per piece,,Tiles & Flooring,HDW-0471,"Interlocking concrete paving block, Per piece",Per piece,"paving blocks, interlocking, pavement"
Interlocking Paving Blocks Per sqm,,Tiles & Flooring,HDW-0472,"Interlocking concrete paving block, Per sqm",Per sqm,"paving blocks, interlocking, pavement"
Kerb Stones Per piece,,Tiles & Flooring,HDW-0473,"Concrete kerb stones, Per piece",Per piece,"kerb stones, kerbs"
Epoxy Floor Coating Per set,,Tiles & Flooring,HDW-0474,"Epoxy resin floor coating kit, Per set",Per set,"epoxy floor, floor coating"
Carpet (Roll) Per metre,,Tiles & Flooring,HDW-0475,"Floor carpet roll, Per metre",Per metre,"carpet, floor carpet"
Laminate Flooring Per box,,Tiles & Flooring,HDW-0476,"Laminate wood-effect flooring, Per box",Per box,"laminate flooring, wood floor"
Grout Sealer 500ml,,Tiles & Flooring,HDW-0477,"Tile grout waterproof sealer, 500ml",500ml,grout sealer
Grout Sealer 1L,,Tiles & Flooring,HDW-0478,"Tile grout waterproof sealer, 1L",1L,grout sealer
Blockboard 18mm,,Wood & Boards,HDW-0479,"Blockboard sheet, 18mm, per sheet",18mm,"blockboard, board"
Hardboard 3mm,,Wood & Boards,HDW-0480,"Hardboard sheet, 3mm, per sheet",3mm,"hardboard, board"
Formica / Laminate Sheet Per sheet,,Wood & Boards,HDW-0481,"Decorative laminate formica sheet, Per sheet",Per sheet,"formica, laminate sheet"
Timber (Wawa) 1x8 inch,,Wood & Boards,HDW-0482,"Wawa sawn plank, 1x8 inch, per length",1x8 inch,"wawa, timber, plank"
Timber (Wawa) 1x12 inch,,Wood & Boards,HDW-0483,"Wawa sawn plank, 1x12 inch, per length",1x12 inch,"wawa, timber, plank"
Timber (Mahogany) 1x6 inch,,Wood & Boards,HDW-0484,"Mahogany hardwood timber, 1x6 inch, per length",1x6 inch,"mahogany, hardwood"
Timber (Mahogany) 2x4 inch,,Wood & Boards,HDW-0485,"Mahogany hardwood timber, 2x4 inch, per length",2x4 inch,"mahogany, hardwood"
Bamboo Pole Per piece,,Wood & Boards,HDW-0486,"Bamboo scaffolding pole, Per piece",Per piece,"bamboo, bamboo pole"
Wawa Board (Ceiling) Per sheet,,Wood & Boards,HDW-0487,"Wawa ceiling board sheet, Per sheet",Per sheet,"wawa board, ceiling board"
Cornice / Ceiling Moulding Per length,,Wood & Boards,HDW-0488,"Gypsum cornice ceiling moulding, Per length",Per length,"cornice, ceiling moulding"
Wooden Door (Flush) 1 piece,,Wood & Boards,HDW-0489,"Flush interior wooden door, 1 piece",1 piece,"wooden door, flush door"
Wooden Door Frame 1 set,,Wood & Boards,HDW-0490,"Timber door frame set, 1 set",1 set,"door frame, wood frame"
Window Frame (Aluminium) Per unit,,Wood & Boards,HDW-0491,"Aluminium sliding window frame, Per unit",Per unit,"window frame, aluminium window"
Louvre Blade Frame Per unit,,Wood & Boards,HDW-0492,"Glass louvre window frame, Per unit",Per unit,"louvre window, louvre blades"
Nose / Wood Moulding Per length,,Wood & Boards,HDW-0493,"Decorative wood moulding strip, Per length",Per length,"moulding, wood trim"
Watering Can 5L,,Garden & Outdoor,HDW-0494,"Plastic watering can, 5L",5L,watering can
Watering Can 10L,,Garden & Outdoor,HDW-0495,"Plastic watering can, 10L",10L,watering can
Garden Hose 15m,,Garden & Outdoor,HDW-0496,"Reinforced garden hose pipe, 15m",15m,"garden hose, hose pipe"
Garden Hose 30m,,Garden & Outdoor,HDW-0497,"Reinforced garden hose pipe, 30m",30m,"garden hose, hose pipe"
Hose Reel 1 piece,,Garden & Outdoor,HDW-0498,"Garden hose reel cart, 1 piece",1 piece,hose reel
Sprinkler 1 piece,,Garden & Outdoor,HDW-0499,"Rotating garden sprinkler, 1 piece",1 piece,"sprinkler, garden sprinkler"
Wheelbarrow (Poly Tray) 1 piece,,Garden & Outdoor,HDW-0500,"Poly-tray garden wheelbarrow, 1 piece",1 piece,"wheelbarrow, garden barrow"
Garden Trowel 1 piece,,Garden & Outdoor,HDW-0501,"Hand garden planting trowel, 1 piece",1 piece,garden trowel
Pruning Shears / Secateurs 1 piece,,Garden & Outdoor,HDW-0502,"Garden pruning secateurs, 1 piece",1 piece,"pruning shears, secateurs"
Hedge Shears 1 piece,,Garden & Outdoor,HDW-0503,"Hedge trimming shears, 1 piece",1 piece,hedge shears
Lawn Mower (Manual) 1 piece,,Garden & Outdoor,HDW-0504,"Manual push lawn mower, 1 piece",1 piece,lawn mower
Brush Cutter (Petrol) 1 piece,,Garden & Outdoor,HDW-0505,"Petrol brush cutter/weed whacker, 1 piece",1 piece,"brush cutter, weed cutter"
Knapsack Sprayer 16L,,Garden & Outdoor,HDW-0506,"Manual knapsack sprayer, 16L",16L,"knapsack sprayer, sprayer"
Knapsack Sprayer 20L,,Garden & Outdoor,HDW-0507,"Manual knapsack sprayer, 20L",20L,"knapsack sprayer, sprayer"
Fencing Wire (Barbed) Per roll,,Garden & Outdoor,HDW-0508,"Barbed fencing wire roll, Per roll",Per roll,"barbed wire, fencing wire"
Chain Link Fence Per roll,,Garden & Outdoor,HDW-0509,"Galvanised chain link fencing, Per roll",Per roll,"chain link fence, fence"
Weld Mesh Fence Per roll,,Garden & Outdoor,HDW-0510,"Welded mesh fencing roll, Per roll",Per roll,"weld mesh, fence"
Kitchen Cabinet (Base Unit) Per unit,,Fixtures & Fittings,HDW-0511,"Base kitchen cabinet unit, Per unit",Per unit,"kitchen cabinet, base unit"
Wardrobe Fittings Kit 1 set,,Fixtures & Fittings,HDW-0512,"Wardrobe rail and fittings kit, 1 set",1 set,"wardrobe fittings, closet rail"
Curtain Rail / Rod Per length,,Fixtures & Fittings,HDW-0513,"Metal curtain rail rod, Per length",Per length,"curtain rail, curtain rod"
Towel Rail 1 piece,,Fixtures & Fittings,HDW-0514,"Chrome bathroom towel rail, 1 piece",1 piece,"towel rail, towel holder"
Toilet Paper Holder 1 piece,,Fixtures & Fittings,HDW-0515,"Wall toilet roll holder, 1 piece",1 piece,toilet paper holder
Soap Dish / Dispenser 1 piece,,Fixtures & Fittings,HDW-0516,"Wall mounted soap dispenser, 1 piece",1 piece,"soap dispenser, soap dish"
Bathroom Mirror Small,,Fixtures & Fittings,HDW-0517,"Wall bathroom mirror, Small",Small,"bathroom mirror, mirror"
Bathroom Mirror Medium,,Fixtures & Fittings,HDW-0518,"Wall bathroom mirror, Medium",Medium,"bathroom mirror, mirror"
Bathroom Mirror Large,,Fixtures & Fittings,HDW-0519,"Wall bathroom mirror, Large",Large,"bathroom mirror, mirror"
Coat Hook / Rack 1 piece,,Fixtures & Fittings,HDW-0520,"Wall coat hook rack, 1 piece",1 piece,"coat hook, wall hook"
Shelf Bracket Pair,,Fixtures & Fittings,HDW-0521,"Metal shelf support brackets, Pair",Pair,"shelf bracket, brackets"
Grab Rail (Safety) 1 piece,,Fixtures & Fittings,HDW-0522,"Bathroom safety grab rail, 1 piece",1 piece,"grab rail, safety rail"
Damp Proof Membrane (DPM) Per roll,,Consumables,HDW-0523,"Polythene damp proof membrane, Per roll",Per roll,"dpm, damp proof, polythene sheet"
Polythene Sheeting Per roll,,Consumables,HDW-0524,"Construction polythene sheeting, Per roll",Per roll,"polythene, plastic sheeting"
Sandpaper Roll Per roll,,Consumables,HDW-0525,"Abrasive sandpaper roll, Per roll",Per roll,"sandpaper, abrasive"
Steel Wool Pack,,Consumables,HDW-0526,"Steel wool cleaning pad, Pack",Pack,steel wool
Jute / Hessian Sack Per piece,,Consumables,HDW-0527,"Jute hessian sack, Per piece",Per piece,"sack, hessian, jute bag"
Cement Curing Compound 5L,,Consumables,HDW-0528,"Concrete curing compound, 5L",5L,"curing compound, concrete cure"
Cement Curing Compound 20L,,Consumables,HDW-0529,"Concrete curing compound, 20L",20L,"curing compound, concrete cure"
Concrete Admixture (Plasticiser) 5L,,Consumables,HDW-0530,"Concrete plasticiser admixture, 5L",5L,"admixture, plasticiser, concrete additive"
Concrete Admixture (Plasticiser) 20L,,Consumables,HDW-0531,"Concrete plasticiser admixture, 20L",20L,"admixture, plasticiser, concrete additive"
Bonding Agent (SBR) 5L,,Consumables,HDW-0532,"SBR bonding agent latex, 5L",5L,"bonding agent, sbr, latex"
Bonding Agent (SBR) 20L,,Consumables,HDW-0533,"SBR bonding agent latex, 20L",20L,"bonding agent, sbr, latex"
Formwork Oil (Mould Release) 5L,,Consumables,HDW-0534,"Formwork mould release oil, 5L",5L,"formwork oil, mould oil, shuttering oil"
Formwork Oil (Mould Release) 20L,,Consumables,HDW-0535,"Formwork mould release oil, 20L",20L,"formwork oil, mould oil, shuttering oil"
Scaffolding Board Per piece,,Consumables,HDW-0536,"Timber scaffolding board, Per piece",Per piece,"scaffold board, scaffolding"
Scaffolding Pipe (Steel) Per length,,Consumables,HDW-0537,"Steel scaffolding tube pipe, Per length",Per length,"scaffolding pipe, scaffold tube"
Scaffolding Clamp / Coupler 1 piece,,Consumables,HDW-0538,"Scaffolding pipe clamp coupler, 1 piece",1 piece,"scaffold clamp, coupler"
Marking Chalk (Powder) Pack,,Consumables,HDW-0539,"Marking chalk powder, Pack",Pack,"marking chalk, chalk powder"
Grease (Multi-Purpose) 500g,,Consumables,HDW-0540,"Multi-purpose lubricating grease, 500g",500g,"grease, lubricant"
Grease (Multi-Purpose) 1kg,,Consumables,HDW-0541,"Multi-purpose lubricating grease, 1kg",1kg,"grease, lubricant"
Engine Oil (Machine) 1L,,Consumables,HDW-0542,"Machine/engine lubricating oil, 1L",1L,"engine oil, machine oil"
Engine Oil (Machine) 4L,,Consumables,HDW-0543,"Machine/engine lubricating oil, 4L",4L,"engine oil, machine oil"
