name,brand,category,sku,description,package_size,search_keywords
Tropical Cables Single Core Cable 2.5mm²,Tropical Cables,Cables & Wires,ELE-0015,"Tropical Cables single core wire, 2.5mm², per 100m coil",2.5mm²,"tropical cable, single core, wiring"
Tropical Cables Single Core Cable 4mm²,Tropical Cables,Cables & Wires,ELE-0016,"Tropical Cables single core wire, 4mm², per 100m coil",4mm²,"tropical cable, single core, wiring"
Tropical Cables Single Core Cable 6mm²,Tropical Cables,Cables & Wires,ELE-0017,"Tropical Cables single core wire, 6mm², per 100m coil",6mm²,"tropical cable, single core, wiring"
Nexans Twin and Earth Cable 1.5mm²,Nexans,Cables & Wires,ELE-0018,"Twin and earth flat cable, 1.5mm², per 100m coil",1.5mm²,"twin and earth, flat cable, house wiring"
Nexans Twin and Earth Cable 2.5mm²,Nexans,Cables & Wires,ELE-0019,"Twin and earth flat cable, 2.5mm², per 100m coil",2.5mm²,"twin and earth, flat cable, house wiring"
Nexans Twin and Earth Cable 4mm²,Nexans,Cables & Wires,ELE-0020,"Twin and earth flat cable, 4mm², per 100m coil",4mm²,"twin and earth, flat cable, house wiring"
Nexans Twin and Earth Cable 6mm²,Nexans,Cables & Wires,ELE-0021,"Twin and earth flat cable, 6mm², per 100m coil",6mm²,"twin and earth, flat cable, house wiring"
Twin Flex Cable (2-Core) 0.75mm²,,Cables & Wires,ELE-0022,"Two-core flexible cable, 0.75mm², per metre",0.75mm²,"flex cable, twin flex, 2 core"
Twin Flex Cable (2-Core) 1.0mm²,,Cables & Wires,ELE-0023,"Two-core flexible cable, 1.0mm², per metre",1.0mm²,"flex cable, twin flex, 2 core"
Twin Flex Cable (2-Core) 1.5mm²,,Cables & Wires,ELE-0024,"Two-core flexible cable, 1.5mm², per metre",1.5mm²,"flex cable, twin flex, 2 core"
Three Core Flex Cable 1.0mm²,,Cables & Wires,ELE-0025,"Three-core flexible appliance cable, 1.0mm², per metre",1.0mm²,"3 core flex, appliance cable"
Three Core Flex Cable 1.5mm²,,Cables & Wires,ELE-0026,"Three-core flexible appliance cable, 1.5mm², per metre",1.5mm²,"3 core flex, appliance cable"
Three Core Flex Cable 2.5mm²,,Cables & Wires,ELE-0027,"Three-core flexible appliance cable, 2.5mm², per metre",2.5mm²,"3 core flex, appliance cable"
Four Core Armoured Cable 4mm²,,Cables & Wires,ELE-0028,"Four core steel wire armoured cable, 4mm², per metre",4mm²,"armoured cable, swa cable, underground cable"
Four Core Armoured Cable 6mm²,,Cables & Wires,ELE-0029,"Four core steel wire armoured cable, 6mm², per metre",6mm²,"armoured cable, swa cable, underground cable"
Four Core Armoured Cable 10mm²,,Cables & Wires,ELE-0030,"Four core steel wire armoured cable, 10mm², per metre",10mm²,"armoured cable, swa cable, underground cable"
Four Core Armoured Cable 16mm²,,Cables & Wires,ELE-0031,"Four core steel wire armoured cable, 16mm², per metre",16mm²,"armoured cable, swa cable, underground cable"
Two Core Armoured Cable 4mm²,,Cables & Wires,ELE-0032,"Two core armoured underground cable, 4mm², per metre",4mm²,"armoured cable, swa, 2 core"
Two Core Armoured Cable 6mm²,,Cables & Wires,ELE-0033,"Two core armoured underground cable, 6mm², per metre",6mm²,"armoured cable, swa, 2 core"
Two Core Armoured Cable 10mm²,,Cables & Wires,ELE-0034,"Two core armoured underground cable, 10mm², per metre",10mm²,"armoured cable, swa, 2 core"
Coaxial Cable (RG6) Per metre,,Cables & Wires,ELE-0035,"RG6 coaxial TV antenna cable, Per metre",Per metre,"coaxial cable, rg6, tv cable, antenna cable"
Coaxial Cable (RG6) 100m roll,,Cables & Wires,ELE-0036,"RG6 coaxial TV antenna cable, 100m roll",100m roll,"coaxial cable, rg6, tv cable, antenna cable"
Speaker Cable Per metre,,Cables & Wires,ELE-0037,"Twin speaker audio cable, Per metre",Per metre,"speaker cable, audio cable"
Speaker Cable 100m roll,,Cables & Wires,ELE-0038,"Twin speaker audio cable, 100m roll",100m roll,"speaker cable, audio cable"
Telephone Cable Per metre,,Cables & Wires,ELE-0039,"Telephone twisted pair cable, Per metre",Per metre,"telephone cable, phone wire"
Telephone Cable 100m roll,,Cables & Wires,ELE-0040,"Telephone twisted pair cable, 100m roll",100m roll,"telephone cable, phone wire"
Network Cable (CAT6 UTP) Per metre,,Cables & Wires,ELE-0041,"CAT6 UTP network data cable, Per metre",Per metre,"cat6, network cable, utp, lan cable"
Network Cable (CAT6 UTP) 305m box,,Cables & Wires,ELE-0042,"CAT6 UTP network data cable, 305m box",305m box,"cat6, network cable, utp, lan cable"
Network Cable (CAT5e UTP) Per metre,,Cables & Wires,ELE-0043,"CAT5e UTP network cable, Per metre",Per metre,"cat5e, network cable, lan cable"
Network Cable (CAT5e UTP) 305m box,,Cables & Wires,ELE-0044,"CAT5e UTP network cable, 305m box",305m box,"cat5e, network cable, lan cable"
Aluminium Overhead Service Cable 16mm²,,Cables & Wires,ELE-0045,"Aluminium overhead service drop cable, 16mm², per metre",16mm²,"service cable, overhead cable, aluminium cable"
Aluminium Overhead Service Cable 25mm²,,Cables & Wires,ELE-0046,"Aluminium overhead service drop cable, 25mm², per metre",25mm²,"service cable, overhead cable, aluminium cable"
Welding Cable 25mm²,,Cables & Wires,ELE-0047,"Flexible welding machine cable, 25mm², per metre",25mm²,"welding cable, heavy duty cable"
Welding Cable 35mm²,,Cables & Wires,ELE-0048,"Flexible welding machine cable, 35mm², per metre",35mm²,"welding cable, heavy duty cable"
Extension Cable (Bare) Per metre,,Cables & Wires,ELE-0049,"Flexible extension wiring cable, Per metre",Per metre,"extension cable, flexible wire"
MK One Gang One Way Switch 1 piece,MK,Switches & Sockets,ELE-0050,"MK one gang one way wall switch, 1 piece",1 piece,"switch, one gang, mk switch, light switch"
MK One Gang Two Way Switch 1 piece,MK,Switches & Sockets,ELE-0051,"MK one gang two way wall switch, 1 piece",1 piece,"two way switch, mk switch"
MK Two Gang One Way Switch 1 piece,MK,Switches & Sockets,ELE-0052,"MK two gang wall switch, 1 piece",1 piece,"two gang switch, light switch"
MK Three Gang Switch 1 piece,MK,Switches & Sockets,ELE-0053,"MK three gang wall switch, 1 piece",1 piece,"three gang switch, light switch"
MK Four Gang Switch 1 piece,MK,Switches & Sockets,ELE-0054,"MK four gang wall switch, 1 piece",1 piece,four gang switch
Schneider One Gang Switch 1 piece,Schneider,Switches & Sockets,ELE-0055,"Schneider one gang wall switch, 1 piece",1 piece,"schneider switch, light switch"
Schneider Two Gang Switch 1 piece,Schneider,Switches & Sockets,ELE-0056,"Schneider two gang wall switch, 1 piece",1 piece,"schneider switch, two gang"
MK Single Socket Outlet (13A) 1 piece,MK,Switches & Sockets,ELE-0057,"MK 13A single switched socket outlet, 1 piece",1 piece,"socket, 13a socket, single socket, mk"
MK Double Socket Outlet (13A) 1 piece,MK,Switches & Sockets,ELE-0058,"MK 13A double switched socket outlet, 1 piece",1 piece,"double socket, 13a socket, mk socket"
Schneider Double Socket Outlet (13A) 1 piece,Schneider,Switches & Sockets,ELE-0059,"Schneider 13A double socket outlet, 1 piece",1 piece,"schneider socket, double socket"
Socket with USB Ports 1 piece,,Switches & Sockets,ELE-0060,"13A wall socket with built-in USB charging ports, 1 piece",1 piece,"usb socket, wall socket usb"
MK Cooker Control Unit (45A) 1 piece,MK,Switches & Sockets,ELE-0061,"MK 45A cooker control switch unit, 1 piece",1 piece,"cooker switch, 45a switch, cooker unit"
Water Heater Switch (20A) 1 piece,,Switches & Sockets,ELE-0062,"20A double pole water heater switch, 1 piece",1 piece,"water heater switch, 20a switch, dp switch"
Air Conditioner Isolator Switch 20A,,Switches & Sockets,ELE-0063,"AC isolator switch, 20A",20A,"ac isolator, isolator switch, air conditioner switch"
Air Conditioner Isolator Switch 32A,,Switches & Sockets,ELE-0064,"AC isolator switch, 32A",32A,"ac isolator, isolator switch, air conditioner switch"
Ceiling Pull Cord Switch 1 piece,,Switches & Sockets,ELE-0065,"Ceiling mounted pull cord switch, 1 piece",1 piece,"pull cord switch, bathroom switch"
Dimmer Switch 1 piece,,Switches & Sockets,ELE-0066,"Rotary light dimmer switch, 1 piece",1 piece,"dimmer switch, light dimmer"
Industrial Socket (16A 3-Pin) 1 piece,,Switches & Sockets,ELE-0067,"Industrial 16A three pin socket, 1 piece",1 piece,"industrial socket, 16a socket"
Industrial Plug (32A) 1 piece,,Switches & Sockets,ELE-0068,"Industrial 32A plug, 1 piece",1 piece,"industrial plug, 32a plug"
MK Plug Top (13A) 1 piece,MK,Switches & Sockets,ELE-0069,"MK 13A fused plug top, 1 piece",1 piece,"plug top, 13a plug, uk plug"
Two Pin Round Plug 1 piece,,Switches & Sockets,ELE-0070,"Two pin round plug, 1 piece",1 piece,"two pin plug, round plug"
Travel Adapter (Multi-Country) 1 piece,,Switches & Sockets,ELE-0071,"Universal multi-country travel adapter, 1 piece",1 piece,"travel adapter, universal adapter"
Multi-Plug Adapter (3-Way) 1 piece,,Switches & Sockets,ELE-0072,"Three-way multi plug adapter, 1 piece",1 piece,"multi plug, adapter, 3 way plug"
Extension Socket (4-Way) 2m cord,,Switches & Sockets,ELE-0073,"Four-way extension socket with surge protection, 2m cord",2m cord,"extension socket, extension board, power strip"
Extension Socket (4-Way) 3m cord,,Switches & Sockets,ELE-0074,"Four-way extension socket with surge protection, 3m cord",3m cord,"extension socket, extension board, power strip"
Extension Socket (4-Way) 5m cord,,Switches & Sockets,ELE-0075,"Four-way extension socket with surge protection, 5m cord",5m cord,"extension socket, extension board, power strip"
Extension Socket (6-Way) 3m cord,,Switches & Sockets,ELE-0076,"Six-way extension board, 3m cord",3m cord,"extension board, 6 way socket"
Extension Socket (6-Way) 5m cord,,Switches & Sockets,ELE-0077,"Six-way extension board, 5m cord",5m cord,"extension board, 6 way socket"
Extension Reel (Heavy Duty) 25m,,Switches & Sockets,ELE-0078,"Heavy duty cable extension reel, 25m",25m,"extension reel, cable reel"
Extension Reel (Heavy Duty) 50m,,Switches & Sockets,ELE-0079,"Heavy duty cable extension reel, 50m",50m,"extension reel, cable reel"
Schneider Miniature Circuit Breaker (MCB) Single Pole 6A,Schneider,Circuit Protection,ELE-0080,"Schneider single pole MCB, 6A",6A,"mcb, circuit breaker, schneider, single pole"
Schneider Miniature Circuit Breaker (MCB) Single Pole 10A,Schneider,Circuit Protection,ELE-0081,"Schneider single pole MCB, 10A",10A,"mcb, circuit breaker, schneider, single pole"
Schneider Miniature Circuit Breaker (MCB) Single Pole 16A,Schneider,Circuit Protection,ELE-0082,"Schneider single pole MCB, 16A",16A,"mcb, circuit breaker, schneider, single pole"
Schneider Miniature Circuit Breaker (MCB) Single Pole 20A,Schneider,Circuit Protection,ELE-0083,"Schneider single pole MCB, 20A",20A,"mcb, circuit breaker, schneider, single pole"
Schneider Miniature Circuit Breaker (MCB) Single Pole 32A,Schneider,Circuit Protection,ELE-0084,"Schneider single pole MCB, 32A",32A,"mcb, circuit breaker, schneider, single pole"
Schneider Miniature Circuit Breaker (MCB) Single Pole 40A,Schneider,Circuit Protection,ELE-0085,"Schneider single pole MCB, 40A",40A,"mcb, circuit breaker, schneider, single pole"
Schneider Miniature Circuit Breaker (MCB) Single Pole 63A,Schneider,Circuit Protection,ELE-0086,"Schneider single pole MCB, 63A",63A,"mcb, circuit breaker, schneider, single pole"
Schneider Miniature Circuit Breaker (MCB) Double Pole 16A,Schneider,Circuit Protection,ELE-0087,"Schneider double pole MCB, 16A",16A,"mcb, double pole, circuit breaker"
Schneider Miniature Circuit Breaker (MCB) Double Pole 32A,Schneider,Circuit Protection,ELE-0088,"Schneider double pole MCB, 32A",32A,"mcb, double pole, circuit breaker"
Schneider Miniature Circuit Breaker (MCB) Double Pole 40A,Schneider,Circuit Protection,ELE-0089,"Schneider double pole MCB, 40A",40A,"mcb, double pole, circuit breaker"
Schneider Miniature Circuit Breaker (MCB) Double Pole 63A,Schneider,Circuit Protection,ELE-0090,"Schneider double pole MCB, 63A",63A,"mcb, double pole, circuit breaker"
ABB Miniature Circuit Breaker (MCB) 6A,ABB,Circuit Protection,ELE-0091,"ABB miniature circuit breaker, 6A",6A,"abb mcb, circuit breaker"
ABB Miniature Circuit Breaker (MCB) 10A,ABB,Circuit Protection,ELE-0092,"ABB miniature circuit breaker, 10A",10A,"abb mcb, circuit breaker"
ABB Miniature Circuit Breaker (MCB) 16A,ABB,Circuit Protection,ELE-0093,"ABB miniature circuit breaker, 16A",16A,"abb mcb, circuit breaker"
ABB Miniature Circuit Breaker (MCB) 20A,ABB,Circuit Protection,ELE-0094,"ABB miniature circuit breaker, 20A",20A,"abb mcb, circuit breaker"
ABB Miniature Circuit Breaker (MCB) 32A,ABB,Circuit Protection,ELE-0095,"ABB miniature circuit breaker, 32A",32A,"abb mcb, circuit breaker"
ABB Miniature Circuit Breaker (MCB) 40A,ABB,Circuit Protection,ELE-0096,"ABB miniature circuit breaker, 40A",40A,"abb mcb, circuit breaker"
Legrand Miniature Circuit Breaker (MCB) 10A,Legrand,Circuit Protection,ELE-0097,"Legrand MCB, 10A",10A,"legrand mcb, circuit breaker"
Legrand Miniature Circuit Breaker (MCB) 16A,Legrand,Circuit Protection,ELE-0098,"Legrand MCB, 16A",16A,"legrand mcb, circuit breaker"
Legrand Miniature Circuit Breaker (MCB) 20A,Legrand,Circuit Protection,ELE-0099,"Legrand MCB, 20A",20A,"legrand mcb, circuit breaker"
Legrand Miniature Circuit Breaker (MCB) 32A,Legrand,Circuit Protection,ELE-0100,"Legrand MCB, 32A",32A,"legrand mcb, circuit breaker"
Schneider Three Phase MCB (TP) 32A,Schneider,Circuit Protection,ELE-0101,"Schneider three phase MCB, 32A",32A,"three phase mcb, tp breaker"
Schneider Three Phase MCB (TP) 40A,Schneider,Circuit Protection,ELE-0102,"Schneider three phase MCB, 40A",40A,"three phase mcb, tp breaker"
Schneider Three Phase MCB (TP) 63A,Schneider,Circuit Protection,ELE-0103,"Schneider three phase MCB, 63A",63A,"three phase mcb, tp breaker"
Schneider Residual Current Device (RCD/RCCB) 40A 30mA,Schneider,Circuit Protection,ELE-0104,"Schneider RCCB earth leakage protection, 40A 30mA",40A 30mA,"rccb, rcd, earth leakage, elcb"
Schneider Residual Current Device (RCD/RCCB) 63A 30mA,Schneider,Circuit Protection,ELE-0105,"Schneider RCCB earth leakage protection, 63A 30mA",63A 30mA,"rccb, rcd, earth leakage, elcb"
RCBO (Combined RCD/MCB) 16A 30mA,,Circuit Protection,ELE-0106,"Combined RCBO breaker, 16A 30mA",16A 30mA,"rcbo, combined breaker"
RCBO (Combined RCD/MCB) 32A 30mA,,Circuit Protection,ELE-0107,"Combined RCBO breaker, 32A 30mA",32A 30mA,"rcbo, combined breaker"
Schneider Moulded Case Circuit Breaker (MCCB) 100A,Schneider,Circuit Protection,ELE-0108,"Schneider MCCB main breaker, 100A",100A,"mccb, main breaker, moulded case"
Schneider Moulded Case Circuit Breaker (MCCB) 125A,Schneider,Circuit Protection,ELE-0109,"Schneider MCCB main breaker, 125A",125A,"mccb, main breaker, moulded case"
Schneider Moulded Case Circuit Breaker (MCCB) 160A,Schneider,Circuit Protection,ELE-0110,"Schneider MCCB main breaker, 160A",160A,"mccb, main breaker, moulded case"
Schneider Moulded Case Circuit Breaker (MCCB) 250A,Schneider,Circuit Protection,ELE-0111,"Schneider MCCB main breaker, 250A",250A,"mccb, main breaker, moulded case"
Distribution Board (Surface) 4-way,,Circuit Protection,ELE-0112,"Surface mount consumer distribution board, 4-way",4-way,"distribution board, db box, consumer unit"
Distribution Board (Surface) 6-way,,Circuit Protection,ELE-0113,"Surface mount consumer distribution board, 6-way",6-way,"distribution board, db box, consumer unit"
Distribution Board (Surface) 8-way,,Circuit Protection,ELE-0114,"Surface mount consumer distribution board, 8-way",8-way,"distribution board, db box, consumer unit"
Distribution Board (Surface) 12-way,,Circuit Protection,ELE-0115,"Surface mount consumer distribution board, 12-way",12-way,"distribution board, db box, consumer unit"
Distribution Board (Surface) 18-way,,Circuit Protection,ELE-0116,"Surface mount consumer distribution board, 18-way",18-way,"distribution board, db box, consumer unit"
Distribution Board (Flush) 8-way,,Circuit Protection,ELE-0117,"Flush mount distribution board, 8-way",8-way,"distribution board, flush db, consumer unit"
Distribution Board (Flush) 12-way,,Circuit Protection,ELE-0118,"Flush mount distribution board, 12-way",12-way,"distribution board, flush db, consumer unit"
Three Phase Distribution Board 12-way,,Circuit Protection,ELE-0119,"Three phase distribution board, 12-way",12-way,"three phase db, distribution board"
Three Phase Distribution Board 18-way,,Circuit Protection,ELE-0120,"Three phase distribution board, 18-way",18-way,"three phase db, distribution board"
Fuse (Cartridge) 5A,,Circuit Protection,ELE-0121,"Cartridge fuse, 5A",5A,"fuse, cartridge fuse"
Fuse (Cartridge) 13A,,Circuit Protection,ELE-0122,"Cartridge fuse, 13A",13A,"fuse, cartridge fuse"
Fuse (Cartridge) 30A,,Circuit Protection,ELE-0123,"Cartridge fuse, 30A",30A,"fuse, cartridge fuse"
Fuse Wire 1 card,,Circuit Protection,ELE-0124,"Rewireable fuse wire card, 1 card",1 card,fuse wire
Surge Protection Device (SPD) 1 piece,,Circuit Protection,ELE-0125,"DIN rail surge protection device, 1 piece",1 piece,"spd, surge protector, lightning arrester"
Change Over Switch (Manual) 63A,,Circuit Protection,ELE-0126,"Manual generator change over switch, 63A",63A,"change over switch, generator switch"
Change Over Switch (Manual) 100A,,Circuit Protection,ELE-0127,"Manual generator change over switch, 100A",100A,"change over switch, generator switch"
Change Over Switch (Manual) 125A,,Circuit Protection,ELE-0128,"Manual generator change over switch, 125A",125A,"change over switch, generator switch"
Automatic Transfer Switch (ATS) 63A,,Circuit Protection,ELE-0129,"Automatic transfer switch for generator, 63A",63A,"ats, automatic transfer switch, generator"
Automatic Transfer Switch (ATS) 100A,,Circuit Protection,ELE-0130,"Automatic transfer switch for generator, 100A",100A,"ats, automatic transfer switch, generator"
Schneider Contactor 25A,Schneider,Circuit Protection,ELE-0131,"Schneider power contactor, 25A",25A,"contactor, schneider contactor"
Schneider Contactor 32A,Schneider,Circuit Protection,ELE-0132,"Schneider power contactor, 32A",32A,"contactor, schneider contactor"
Schneider Contactor 40A,Schneider,Circuit Protection,ELE-0133,"Schneider power contactor, 40A",40A,"contactor, schneider contactor"
Overload Relay 1 piece,,Circuit Protection,ELE-0134,"Thermal overload relay, 1 piece",1 piece,"overload relay, thermal relay"
Philips LED Bulb (E27) 5W,Philips,Lighting,ELE-0135,"Philips E27 LED bulb, 5W",5W,"philips led, led bulb, e27 bulb"
Philips LED Bulb (E27) 7W,Philips,Lighting,ELE-0136,"Philips E27 LED bulb, 7W",7W,"philips led, led bulb, e27 bulb"
Philips LED Bulb (E27) 9W,Philips,Lighting,ELE-0137,"Philips E27 LED bulb, 9W",9W,"philips led, led bulb, e27 bulb"
Philips LED Bulb (E27) 12W,Philips,Lighting,ELE-0138,"Philips E27 LED bulb, 12W",12W,"philips led, led bulb, e27 bulb"
Philips LED Bulb (E27) 15W,Philips,Lighting,ELE-0139,"Philips E27 LED bulb, 15W",15W,"philips led, led bulb, e27 bulb"
Philips LED Bulb (E27) 18W,Philips,Lighting,ELE-0140,"Philips E27 LED bulb, 18W",18W,"philips led, led bulb, e27 bulb"
Philips LED Bulb (B22 Bayonet) 7W,Philips,Lighting,ELE-0141,"Philips B22 bayonet LED bulb, 7W",7W,"philips led, b22 bulb, bayonet bulb"
Philips LED Bulb (B22 Bayonet) 9W,Philips,Lighting,ELE-0142,"Philips B22 bayonet LED bulb, 9W",9W,"philips led, b22 bulb, bayonet bulb"
Philips LED Bulb (B22 Bayonet) 12W,Philips,Lighting,ELE-0143,"Philips B22 bayonet LED bulb, 12W",12W,"philips led, b22 bulb, bayonet bulb"
Osram LED Bulb (E27) 9W,Osram,Lighting,ELE-0144,"Osram E27 LED bulb, 9W",9W,"osram led, led bulb"
Osram LED Bulb (E27) 12W,Osram,Lighting,ELE-0145,"Osram E27 LED bulb, 12W",12W,"osram led, led bulb"
Osram LED Bulb (E27) 15W,Osram,Lighting,ELE-0146,"Osram E27 LED bulb, 15W",15W,"osram led, led bulb"
Tornado LED Bulb (E27) 9W,Tornado,Lighting,ELE-0147,"Tornado energy saving LED bulb, 9W",9W,"tornado bulb, led bulb"
Tornado LED Bulb (E27) 12W,Tornado,Lighting,ELE-0148,"Tornado energy saving LED bulb, 12W",12W,"tornado bulb, led bulb"
Tornado LED Bulb (E27) 18W,Tornado,Lighting,ELE-0149,"Tornado energy saving LED bulb, 18W",18W,"tornado bulb, led bulb"
Energy Saving Bulb (CFL) 11W,,Lighting,ELE-0150,"Compact fluorescent energy saving bulb, 11W",11W,"cfl bulb, energy saving bulb"
Energy Saving Bulb (CFL) 15W,,Lighting,ELE-0151,"Compact fluorescent energy saving bulb, 15W",15W,"cfl bulb, energy saving bulb"
Energy Saving Bulb (CFL) 20W,,Lighting,ELE-0152,"Compact fluorescent energy saving bulb, 20W",20W,"cfl bulb, energy saving bulb"
Philips LED Tube Light (T8) 9W 2ft,Philips,Lighting,ELE-0153,"Philips T8 LED tube light, 9W 2ft",9W 2ft,"led tube, t8 tube, fluorescent tube"
Philips LED Tube Light (T8) 18W 4ft,Philips,Lighting,ELE-0154,"Philips T8 LED tube light, 18W 4ft",18W 4ft,"led tube, t8 tube, fluorescent tube"
Philips LED Tube Light (T8) 36W 8ft,Philips,Lighting,ELE-0155,"Philips T8 LED tube light, 36W 8ft",36W 8ft,"led tube, t8 tube, fluorescent tube"
Fluorescent Tube (T8) 18W 2ft,,Lighting,ELE-0156,"Standard fluorescent tube, 18W 2ft",18W 2ft,"fluorescent tube, t8 tube"
Fluorescent Tube (T8) 36W 4ft,,Lighting,ELE-0157,"Standard fluorescent tube, 36W 4ft",36W 4ft,"fluorescent tube, t8 tube"
LED Panel Light (Ceiling) 12W round,,Lighting,ELE-0158,"Recessed LED ceiling panel light, 12W round",12W round,"led panel, ceiling light, panel light"
LED Panel Light (Ceiling) 18W round,,Lighting,ELE-0159,"Recessed LED ceiling panel light, 18W round",18W round,"led panel, ceiling light, panel light"
LED Panel Light (Ceiling) 24W square,,Lighting,ELE-0160,"Recessed LED ceiling panel light, 24W square",24W square,"led panel, ceiling light, panel light"
LED Panel Light (Ceiling) 36W square,,Lighting,ELE-0161,"Recessed LED ceiling panel light, 36W square",36W square,"led panel, ceiling light, panel light"
LED Downlight (Recessed) 7W,,Lighting,ELE-0162,"Recessed LED downlight fitting, 7W",7W,"downlight, led downlight, spotlight"
LED Downlight (Recessed) 12W,,Lighting,ELE-0163,"Recessed LED downlight fitting, 12W",12W,"downlight, led downlight, spotlight"
LED Downlight (Recessed) 18W,,Lighting,ELE-0164,"Recessed LED downlight fitting, 18W",18W,"downlight, led downlight, spotlight"
LED Floodlight 20W,,Lighting,ELE-0165,"Outdoor LED floodlight, 20W",20W,"floodlight, led floodlight, security light"
LED Floodlight 30W,,Lighting,ELE-0166,"Outdoor LED floodlight, 30W",30W,"floodlight, led floodlight, security light"
LED Floodlight 50W,,Lighting,ELE-0167,"Outdoor LED floodlight, 50W",50W,"floodlight, led floodlight, security light"
LED Floodlight 100W,,Lighting,ELE-0168,"Outdoor LED floodlight, 100W",100W,"floodlight, led floodlight, security light"
LED Floodlight 150W,,Lighting,ELE-0169,"Outdoor LED floodlight, 150W",150W,"floodlight, led floodlight, security light"
LED Floodlight 200W,,Lighting,ELE-0170,"Outdoor LED floodlight, 200W",200W,"floodlight, led floodlight, security light"
Solar LED Floodlight 30W,,Lighting,ELE-0171,"Solar powered LED floodlight with panel, 30W",30W,"solar light, solar floodlight"
Solar LED Floodlight 60W,,Lighting,ELE-0172,"Solar powered LED floodlight with panel, 60W",60W,"solar light, solar floodlight"
Solar LED Floodlight 100W,,Lighting,ELE-0173,"Solar powered LED floodlight with panel, 100W",100W,"solar light, solar floodlight"
Solar Street Light (All-in-One) 60W,,Lighting,ELE-0174,"All-in-one solar street light, 60W",60W,"solar street light, street light"
Solar Street Light (All-in-One) 100W,,Lighting,ELE-0175,"All-in-one solar street light, 100W",100W,"solar street light, street light"
Solar Street Light (All-in-One) 200W,,Lighting,ELE-0176,"All-in-one solar street light, 200W",200W,"solar street light, street light"
Street Light Fitting (LED) 50W,,Lighting,ELE-0177,"LED street light luminaire, 50W",50W,"street light, led street light"
Street Light Fitting (LED) 100W,,Lighting,ELE-0178,"LED street light luminaire, 100W",100W,"street light, led street light"
Street Light Fitting (LED) 150W,,Lighting,ELE-0179,"LED street light luminaire, 150W",150W,"street light, led street light"
Ceiling Light Fitting (Batten) 2ft,,Lighting,ELE-0180,"Fluorescent batten ceiling fitting, 2ft",2ft,"batten fitting, ceiling fitting"
Ceiling Light Fitting (Batten) 4ft,,Lighting,ELE-0181,"Fluorescent batten ceiling fitting, 4ft",4ft,"batten fitting, ceiling fitting"
Bulb Holder (Pendant) E27,,Lighting,ELE-0182,"Ceiling pendant bulb holder, E27",E27,"bulb holder, lamp holder, pendant holder"
Bulb Holder (Pendant) B22,,Lighting,ELE-0183,"Ceiling pendant bulb holder, B22",B22,"bulb holder, lamp holder, pendant holder"
