name,brand,category,sku,description,package_size,search_keywords
Beans (Brown/Local) 5kg,,Rice & Grains,GPS-0447,"Local brown beans, 5kg bag",5kg,"brown beans, local beans, adua"
Beans (Brown/Local) 25kg,,Rice & Grains,GPS-0448,"Local brown beans, 25kg bag",25kg,"brown beans, local beans, adua"
Cowpeas 1kg,,Rice & Grains,GPS-0449,"Dried cowpeas, 1kg bag",1kg,"cowpeas, beans"
Cowpeas 5kg,,Rice & Grains,GPS-0450,"Dried cowpeas, 5kg bag",5kg,"cowpeas, beans"
Bambara Beans 1kg,,Rice & Grains,GPS-0451,"Dried bambara beans (aboboe), 1kg bag",1kg,"bambara beans, aboboe"
Bambara Beans 5kg,,Rice & Grains,GPS-0452,"Dried bambara beans (aboboe), 5kg bag",5kg,"bambara beans, aboboe"
Sorghum (Guinea Corn) 1kg,,Rice & Grains,GPS-0453,"Whole sorghum grain, 1kg bag",1kg,"sorghum, guinea corn"
Sorghum (Guinea Corn) 5kg,,Rice & Grains,GPS-0454,"Whole sorghum grain, 5kg bag",5kg,"sorghum, guinea corn"
Soybeans 1kg,,Rice & Grains,GPS-0455,"Dried soybeans, 1kg bag",1kg,"soybeans, soya beans"
Soybeans 5kg,,Rice & Grains,GPS-0456,"Dried soybeans, 5kg bag",5kg,"soybeans, soya beans"
Groundnuts (Raw Shelled) 500g,,Rice & Grains,GPS-0457,"Raw shelled groundnuts, 500g bag",500g,"groundnuts, raw peanuts"
Groundnuts (Raw Shelled) 1kg,,Rice & Grains,GPS-0458,"Raw shelled groundnuts, 1kg bag",1kg,"groundnuts, raw peanuts"
Groundnuts (Raw Shelled) 5kg,,Rice & Grains,GPS-0459,"Raw shelled groundnuts, 5kg bag",5kg,"groundnuts, raw peanuts"
Bambara Groundnuts 1kg,,Rice & Grains,GPS-0460,"Dried bambara groundnuts, 1kg bag",1kg,bambara nuts
Millet Flour 1kg,,Rice & Grains,GPS-0461,"Ground millet flour, 1kg bag",1kg,millet flour
Rice Flour 500g,,Rice & Grains,GPS-0462,"Fine rice flour, 500g bag",500g,rice flour
Rice Flour 1kg,,Rice & Grains,GPS-0463,"Fine rice flour, 1kg bag",1kg,rice flour
Kokonte Flour 1kg,,Rice & Grains,GPS-0464,"Kokonte cassava flour, 1kg bag",1kg,"kokonte, cassava flour"
Frytol Sunflower Cooking Oil 1L,Frytol,Oils & Fats,GPS-0465,"Frytol sunflower cooking oil, 1L",1L,"frytol sunflower, cooking oil"
Frytol Sunflower Cooking Oil 5L,Frytol,Oils & Fats,GPS-0466,"Frytol sunflower cooking oil, 5L",5L,"frytol sunflower, cooking oil"
Ideal Vegetable Cooking Oil 1L,Ideal,Oils & Fats,GPS-0467,"Ideal vegetable cooking oil, 1L",1L,"ideal oil, cooking oil"
Ideal Vegetable Cooking Oil 5L,Ideal,Oils & Fats,GPS-0468,"Ideal vegetable cooking oil, 5L",5L,"ideal oil, cooking oil"
Obaapa Vegetable Cooking Oil 1L,Obaapa,Oils & Fats,GPS-0469,"Obaapa vegetable cooking oil, 1L",1L,"obaapa oil, cooking oil"
Obaapa Vegetable Cooking Oil 3L,Obaapa,Oils & Fats,GPS-0470,"Obaapa vegetable cooking oil, 3L",3L,"obaapa oil, cooking oil"
Obaapa Vegetable Cooking Oil 5L,Obaapa,Oils & Fats,GPS-0471,"Obaapa vegetable cooking oil, 5L",5L,"obaapa oil, cooking oil"
Palm Kernel Oil 1L,,Oils & Fats,GPS-0472,"Palm kernel cooking oil, 1L",1L,palm kernel oil
Palm Kernel Oil 5L,,Oils & Fats,GPS-0473,"Palm kernel cooking oil, 5L",5L,palm kernel oil
Mazola Corn Oil 1L,Mazola,Oils & Fats,GPS-0474,"Mazola pure corn oil, 1L",1L,"mazola, corn oil"
Bertolli Olive Oil 500ml,Bertolli,Oils & Fats,GPS-0475,"Bertolli extra virgin olive oil, 500ml",500ml,"bertolli, olive oil"
Bertolli Olive Oil 1L,Bertolli,Oils & Fats,GPS-0476,"Bertolli extra virgin olive oil, 1L",1L,"bertolli, olive oil"
Frytol Spread Margarine 500g,Frytol Spread,Oils & Fats,GPS-0477,"Frytol table margarine spread, 500g tub",500g,frytol margarine
Kobis Cooking Fat (Solid) 500g,Kobis,Oils & Fats,GPS-0478,"Kobis solid vegetable cooking fat, 500g tub",500g,"kobis, cooking fat"
Kobis Cooking Fat (Solid) 1kg,Kobis,Oils & Fats,GPS-0479,"Kobis solid vegetable cooking fat, 1kg tub",1kg,"kobis, cooking fat"
Titus Sardines in Chilli Sauce 125g,Titus,Canned Foods,GPS-0480,"Titus sardines in chilli sauce, 125g tin",125g,"titus, sardines, chilli"
Geisha Mackerel in Brine 425g,Geisha,Canned Foods,GPS-0481,"Geisha mackerel in brine, 425g tin",425g,"geisha, mackerel, canned fish"
King Oscar Tuna Flakes in Sunflower Oil 185g,King Oscar,Canned Foods,GPS-0482,"King Oscar tuna flakes, 185g tin",185g,"tuna, king oscar"
Pilchard Sardines 155g,Pilchard,Canned Foods,GPS-0483,"Pilchard sardines in tomato sauce, 155g tin",155g,"pilchard, sardines"
Pilchard Sardines 425g,Pilchard,Canned Foods,GPS-0484,"Pilchard sardines in tomato sauce, 425g tin",425g,"pilchard, sardines"
Fray Bentos Corned Beef 340g,Fray Bentos,Canned Foods,GPS-0485,"Fray Bentos corned beef, 340g tin",340g,"fray bentos, corned beef"
Plumrose Sausages (Tinned) 200g,Plumrose,Canned Foods,GPS-0486,"Plumrose tinned sausages, 200g tin",200g,"plumrose sausages, tinned sausage"
Zip Chicken Frank Sausages 200g,Zip,Canned Foods,GPS-0487,"Zip chicken frankfurter sausages, 200g pack",200g,"zip sausages, frankfurters"
Green Peas (Canned) 400g,,Canned Foods,GPS-0488,"Canned green peas, 400g tin",400g,"green peas, canned peas"
Mushroom (Canned) 400g,,Canned Foods,GPS-0489,"Canned button mushrooms, 400g tin",400g,"mushroom, canned mushroom"
Coconut Milk (Canned) 400ml,,Canned Foods,GPS-0490,"Canned coconut milk, 400ml tin",400ml,"coconut milk, canned"
Jack's Baked Beans 220g,Jack's,Canned Foods,GPS-0491,"Jack's baked beans, 220g tin",220g,"jacks beans, baked beans"
Royco Seasoning Cubes (Beef) 4g x50,Royco,Seasoning & Spices,GPS-0492,"Royco beef flavour cubes, 4g x50 pack",4g x50,"royco beef, seasoning cube"
Onga Seasoning Cubes (Shrimp) 8g x12,Onga,Seasoning & Spices,GPS-0493,"Onga shrimp flavour cubes, 8g x12 pack",8g x12,"onga shrimp, seasoning cube"
Adobo All-Purpose Seasoning 100g,Adobo,Seasoning & Spices,GPS-0494,"Adobo all-purpose seasoning, 100g pack",100g,"adobo, all purpose seasoning"
Cinnamon Powder 50g,,Seasoning & Spices,GPS-0495,"Ground cinnamon powder, 50g pack",50g,"cinnamon, spice"
Cloves (Whole) 50g,,Seasoning & Spices,GPS-0496,"Whole clove spice, 50g pack",50g,"cloves, spice"
Turmeric Powder 50g,,Seasoning & Spices,GPS-0497,"Ground turmeric powder, 50g pack",50g,"turmeric, spice"
Paprika Powder 50g,,Seasoning & Spices,GPS-0498,"Paprika ground pepper, 50g pack",50g,"paprika, spice"
Paprika Powder 100g,,Seasoning & Spices,GPS-0499,"Paprika ground pepper, 100g pack",100g,"paprika, spice"
Dried Onion Flakes 50g,,Seasoning & Spices,GPS-0500,"Dried onion flakes, 50g pack",50g,"onion flakes, dried onion"
Cardamom 30g,,Seasoning & Spices,GPS-0501,"Whole cardamom pods, 30g pack",30g,"cardamom, spice"
Alligator Pepper 30g,,Seasoning & Spices,GPS-0502,"Whole alligator pepper spice, 30g pack",30g,"alligator pepper, spice"
Prekese (Aidan Fruit) 1 piece,,Seasoning & Spices,GPS-0503,"Dried prekese pod for soups, 1 piece",1 piece,"prekese, aidan fruit"
Dawadawa (Locust Bean) 100g,,Seasoning & Spices,GPS-0504,"Fermented locust bean seasoning, 100g pack",100g,"dawadawa, locust bean"
Ground Pepper (Cayenne) 100g,,Seasoning & Spices,GPS-0505,"Ground cayenne pepper, 100g pack",100g,"cayenne pepper, ground pepper"
Chilli Flakes 50g,,Seasoning & Spices,GPS-0506,"Dried chilli flakes, 50g pack",50g,"chilli flakes, pepper flakes"
Maggi Bouillon Powder 100g,Maggi,Seasoning & Spices,GPS-0507,"Maggi bouillon seasoning powder, 100g pack",100g,"maggi bouillon, seasoning powder"
Rock Salt 500g,,Seasoning & Spices,GPS-0508,"Coarse rock salt, 500g pack",500g,rock salt
Three Crowns Evaporated Milk 170g,Three Crowns,Milk & Dairy,GPS-0509,"Three Crowns evaporated milk, 170g tin",170g,"three crowns, evaporated milk"
Three Crowns Evaporated Milk 410g,Three Crowns,Milk & Dairy,GPS-0510,"Three Crowns evaporated milk, 410g tin",410g,"three crowns, evaporated milk"
Nido Milk Powder 150g,Nido,Milk & Dairy,GPS-0511,"Nido full cream milk powder, 150g tin",150g,"nido, milk powder"
Nido Milk Powder 400g,Nido,Milk & Dairy,GPS-0512,"Nido full cream milk powder, 400g tin",400g,"nido, milk powder"
Nido Milk Powder 900g,Nido,Milk & Dairy,GPS-0513,"Nido full cream milk powder, 900g tin",900g,"nido, milk powder"
Nido Milk Powder 2.5kg,Nido,Milk & Dairy,GPS-0514,"Nido full cream milk powder, 2.5kg tin",2.5kg,"nido, milk powder"
Cowbell Pro Milk Powder 400g,Cowbell Pro,Milk & Dairy,GPS-0515,"Cowbell Pro fortified milk powder, 400g tin",400g,"cowbell pro, milk powder"
Milo Ready-to-Drink Chocolate Drink Powder 180ml,Milo Ready-to-Drink,Milk & Dairy,GPS-0516,"Milo ready-to-drink chocolate milk, 180ml pack",180ml,"milo rtd, chocolate milk"
Greek Yoghurt 150g,,Milk & Dairy,GPS-0517,"Plain greek yoghurt cup, 150g",150g,"greek yoghurt, yoghurt"
Greek Yoghurt 500g,,Milk & Dairy,GPS-0518,"Plain greek yoghurt cup, 500g",500g,"greek yoghurt, yoghurt"
Processed Cheese Slices 200g,,Milk & Dairy,GPS-0519,"Processed cheese slices pack, 200g",200g,"cheese slices, processed cheese"
Whipping Cream 250ml,,Milk & Dairy,GPS-0520,"Dairy whipping cream, 250ml pack",250ml,"whipping cream, dairy cream"
Fresh Milk (UHT) 500ml,,Milk & Dairy,GPS-0521,"Long-life UHT fresh milk, 500ml carton",500ml,"uht milk, fresh milk"
Fresh Milk (UHT) 1L,,Milk & Dairy,GPS-0522,"Long-life UHT fresh milk, 1L carton",1L,"uht milk, fresh milk"
Cadbury Hot Chocolate Chocolate Drink 300g,Cadbury Hot Chocolate,Beverages,GPS-0523,"Cadbury hot chocolate drink powder, 300g tin",300g,cadbury hot chocolate
Nescafe Gold Instant Coffee 50g,Nescafe Gold,Beverages,GPS-0524,"Nescafe Gold premium instant coffee, 50g jar",50g,"nescafe gold, coffee"
Nescafe Gold Instant Coffee 100g,Nescafe Gold,Beverages,GPS-0525,"Nescafe Gold premium instant coffee, 100g jar",100g,"nescafe gold, coffee"
Tona Ginger Tea Drink 25 bags,Tona,Beverages,GPS-0526,"Tona ginger herbal tea bags, 25 bags box",25 bags,"tona, ginger tea"
Rooibos Tea 20 bags,,Beverages,GPS-0527,"Rooibos herbal tea bags, 20 bags box",20 bags,"rooibos tea, herbal tea"
Hibiscus Tea (Sobolo Mix) 100g,,Beverages,GPS-0528,"Dried hibiscus for sobolo drink, 100g pack",100g,"hibiscus, sobolo, zobo"
Schweppes Soft Drink (Ginger Ale) 350ml,Schweppes,Beverages,GPS-0529,"Schweppes ginger ale carbonated drink, 350ml bottle",350ml,"schweppes, ginger ale"
Schweppes Soft Drink (Ginger Ale) 500ml,Schweppes,Beverages,GPS-0530,"Schweppes ginger ale carbonated drink, 500ml bottle",500ml,"schweppes, ginger ale"
Schweppes Soft Drink (Tonic Water) 350ml,Schweppes,Beverages,GPS-0531,"Schweppes tonic water, 350ml bottle",350ml,"schweppes tonic, tonic water"
Predator Energy Drink 330ml,Predator,Beverages,GPS-0532,"Predator energy drink, 330ml can",330ml,"predator, energy drink"
Red Bull Energy Drink 250ml,Red Bull,Beverages,GPS-0533,"Red Bull energy drink, 250ml can",250ml,"red bull, energy drink"
Beta Malt Malt Drink 330ml,Beta Malt,Beverages,GPS-0534,"Beta Malt non-alcoholic malt drink, 330ml bottle",330ml,"beta malt, malt drink"
Cappy Fruit Juice (Pineapple) 330ml,Cappy,Beverages,GPS-0535,"Cappy pineapple fruit juice, 330ml carton",330ml,cappy pineapple juice
Cappy Fruit Juice (Pineapple) 1L,Cappy,Beverages,GPS-0536,"Cappy pineapple fruit juice, 1L carton",1L,cappy pineapple juice
Cappy Fruit Juice (Apple) 330ml,Cappy,Beverages,GPS-0537,"Cappy apple fruit juice, 330ml carton",330ml,cappy apple juice
Cappy Fruit Juice (Apple) 1L,Cappy,Beverages,GPS-0538,"Cappy apple fruit juice, 1L carton",1L,cappy apple juice
Fruit Drink (Sobolo) 500ml,,Beverages,GPS-0539,"Bottled sobolo hibiscus drink, 500ml bottle",500ml,"sobolo, hibiscus drink, zobo"
Coconut Water (Bottled) 330ml,,Beverages,GPS-0540,"Bottled natural coconut water, 330ml",330ml,coconut water
Yoplait Yoghurt Drink 180ml,Yoplait,Beverages,GPS-0541,"Yoplait drinking yoghurt, 180ml bottle",180ml,"yoplait, yoghurt drink"
Voltic Sachet Water 500ml sachet (bag of 30),Voltic,Beverages,GPS-0542,"Voltic sachet drinking water, 500ml sachet (bag of 30)",500ml sachet (bag of 30),"voltic sachet, pure water"
Aquafina Bottled Water 500ml,Aquafina,Beverages,GPS-0543,"Aquafina purified drinking water, 500ml bottle",500ml,"aquafina, bottled water"
Aquafina Bottled Water 1.5L,Aquafina,Beverages,GPS-0544,"Aquafina purified drinking water, 1.5L bottle",1.5L,"aquafina, bottled water"
Bull Brand Wheat Flour 1kg,Bull Brand,Baking & Cereals,GPS-0545,"Bull Brand wheat flour, 1kg bag",1kg,bull brand flour
Bull Brand Wheat Flour 5kg,Bull Brand,Baking & Cereals,GPS-0546,"Bull Brand wheat flour, 5kg bag",5kg,bull brand flour
Wheat Bran 1kg,,Baking & Cereals,GPS-0547,"Wheat bran for baking, 1kg pack",1kg,wheat bran
Icing Sugar 500g,,Baking & Cereals,GPS-0548,"Fine icing sugar, 500g pack",500g,"icing sugar, confectioners sugar"
Betty Crocker Cake Mix (Vanilla) 500g,Betty Crocker,Baking & Cereals,GPS-0549,"Betty Crocker vanilla cake mix, 500g box",500g,"betty crocker, cake mix"
Weetabix Cornflakes 24 biscuits,Weetabix,Baking & Cereals,GPS-0550,"Weetabix wheat cereal biscuits, 24 biscuits box",24 biscuits,"weetabix, cereal"
Muesli 500g,,Baking & Cereals,GPS-0551,"Mixed fruit and nut muesli, 500g pack",500g,"muesli, cereal"
Golden Tree Cocoa Powder 100g,Golden Tree,Baking & Cereals,GPS-0552,"Golden Tree cocoa powder, 100g pack",100g,"golden tree cocoa, cocoa powder"
Golden Tree Cocoa Powder 250g,Golden Tree,Baking & Cereals,GPS-0553,"Golden Tree cocoa powder, 250g pack",250g,"golden tree cocoa, cocoa powder"
Nutella Chocolate Spread 350g,Nutella,Baking & Cereals,GPS-0554,"Nutella hazelnut chocolate spread, 350g jar",350g,"nutella, chocolate spread"
Nutella Chocolate Spread 750g,Nutella,Baking & Cereals,GPS-0555,"Nutella hazelnut chocolate spread, 750g jar",750g,"nutella, chocolate spread"
Golden Nature Cake Flour 1kg,Golden Nature,Baking & Cereals,GPS-0556,"Golden Nature cake flour, 1kg bag",1kg,"cake flour, golden nature"
Indomie Instant Noodles (Beef) 70g,Indomie,Pasta & Noodles,GPS-0557,"Indomie beef flavour instant noodles, 70g pack",70g,"indomie beef, noodles"
Indomie Instant Noodles (Jollof) 70g,Indomie,Pasta & Noodles,GPS-0558,"Indomie jollof flavour instant noodles, 70g pack",70g,"indomie jollof, noodles"
Mimee Instant Noodles 75g,Mimee,Pasta & Noodles,GPS-0559,"Mimee instant noodles, 75g pack",75g,mimee noodles
Golden Penny Penne Pasta 500g,Golden Penny,Pasta & Noodles,GPS-0560,"Golden Penny penne pasta, 500g pack",500g,"penne pasta, golden penny"
Fusilli Pasta 500g,,Pasta & Noodles,GPS-0561,"Fusilli twist pasta, 500g pack",500g,fusilli pasta
Coconut Biscuits 150g,,Snacks & Biscuits,GPS-0562,"Coconut flavour biscuits, 150g pack",150g,coconut biscuits
Custard Cream Biscuits 150g,,Snacks & Biscuits,GPS-0563,"Custard cream sandwich biscuits, 150g pack",150g,custard cream biscuits
Lays Potato Chips 50g,Lays,Snacks & Biscuits,GPS-0564,"Lays classic potato chips, 50g pack",50g,"lays, chips, crisps"
Popcorn (Ready-to-Eat) 100g,,Snacks & Biscuits,GPS-0565,"Ready-to-eat sweet popcorn, 100g pack",100g,"popcorn, snack"
Cashew Nuts (Roasted) 100g,,Snacks & Biscuits,GPS-0566,"Roasted cashew nuts, 100g pack",100g,"cashew nuts, snack"
Cashew Nuts (Roasted) 250g,,Snacks & Biscuits,GPS-0567,"Roasted cashew nuts, 250g pack",250g,"cashew nuts, snack"
Coconut Candy 100g,,Snacks & Biscuits,GPS-0568,"Sweet coconut candy, 100g pack",100g,"coconut candy, sweets"
KitKat Chocolate Bar 41.5g,KitKat,Snacks & Biscuits,GPS-0569,"KitKat chocolate wafer bar, 41.5g",41.5g,"kitkat, chocolate bar"
Snickers Chocolate Bar 50g,Snickers,Snacks & Biscuits,GPS-0570,"Snickers peanut chocolate bar, 50g",50g,"snickers, chocolate bar"
Chupa Chups Lollipops Pack of 10,Chupa Chups,Snacks & Biscuits,GPS-0571,"Chupa Chups assorted lollipops, Pack of 10",Pack of 10,"chupa chups, lollipops"
Gum Drops 100g,,Snacks & Biscuits,GPS-0572,"Assorted fruit gum drops, 100g pack",100g,"gum drops, sweets"
Meat Pie (Packaged) 1 piece,,Snacks & Biscuits,GPS-0573,"Packaged ready-to-eat meat pie, 1 piece",1 piece,"meat pie, snack"
Sausage Roll (Packaged) 1 piece,,Snacks & Biscuits,GPS-0574,"Packaged sausage roll snack, 1 piece",1 piece,"sausage roll, snack"
Premier Bathing Soap 1 bar,Premier,Toiletries & Personal Care,GPS-0575,"Premier bathing soap bar, 1 bar",1 bar,"premier soap, bathing soap"
Dettol Antibacterial Handwash 200ml,Dettol,Toiletries & Personal Care,GPS-0576,"Dettol antibacterial liquid handwash, 200ml bottle",200ml,"dettol handwash, hand soap"
Dettol Antibacterial Handwash 500ml,Dettol,Toiletries & Personal Care,GPS-0577,"Dettol antibacterial liquid handwash, 500ml bottle",500ml,"dettol handwash, hand soap"
Purell Hand Sanitizer 100ml,Purell,Toiletries & Personal Care,GPS-0578,"Purell hand sanitizer gel, 100ml bottle",100ml,"purell, hand sanitizer"
Purell Hand Sanitizer 500ml,Purell,Toiletries & Personal Care,GPS-0579,"Purell hand sanitizer gel, 500ml bottle",500ml,"purell, hand sanitizer"
Colgate Toothpaste 25g,Colgate,Toiletries & Personal Care,GPS-0580,"Colgate toothpaste, 25g tube",25g,"colgate, toothpaste"
Colgate Toothpaste 75g,Colgate,Toiletries & Personal Care,GPS-0581,"Colgate toothpaste, 75g tube",75g,"colgate, toothpaste"
Colgate Toothpaste 150g,Colgate,Toiletries & Personal Care,GPS-0582,"Colgate toothpaste, 150g tube",150g,"colgate, toothpaste"
Listerine Mouthwash 250ml,Listerine,Toiletries & Personal Care,GPS-0583,"Listerine antiseptic mouthwash, 250ml bottle",250ml,"listerine, mouthwash"
Pantene Shampoo 200ml,Pantene,Toiletries & Personal Care,GPS-0584,"Pantene shampoo, 200ml bottle",200ml,"pantene, shampoo"
Pantene Shampoo 400ml,Pantene,Toiletries & Personal Care,GPS-0585,"Pantene shampoo, 400ml bottle",400ml,"pantene, shampoo"
Pantene Hair Conditioner 200ml,Pantene,Toiletries & Personal Care,GPS-0586,"Pantene hair conditioner, 200ml bottle",200ml,pantene conditioner
Vaseline Blue Seal Hair Pomade 125ml,Vaseline Blue Seal,Toiletries & Personal Care,GPS-0587,"Vaseline Blue Seal hair pomade, 125ml jar",125ml,"blue seal, hair pomade"
Dove Body Wash 250ml,Dove,Toiletries & Personal Care,GPS-0588,"Dove moisturising body wash, 250ml bottle",250ml,"dove, body wash"
Dove Body Wash 400ml,Dove,Toiletries & Personal Care,GPS-0589,"Dove moisturising body wash, 400ml bottle",400ml,"dove, body wash"
Dove Bathing Soap 1 bar,Dove,Toiletries & Personal Care,GPS-0590,"Dove beauty bathing bar, 1 bar",1 bar,"dove soap, bathing soap"
Caro White Skin Lightening Cream 300ml,Caro White,Toiletries & Personal Care,GPS-0591,"Caro White body cream, 300ml jar",300ml,"caro white, skin cream"
Nivea Sunscreen Lotion 200ml,Nivea,Toiletries & Personal Care,GPS-0592,"Nivea sun protection lotion, 200ml bottle",200ml,"nivea, sunscreen"
Fine Fragrance Perfume (Body Spray) 100ml,Fine Fragrance,Toiletries & Personal Care,GPS-0593,"Fine fragrance perfume body spray, 100ml",100ml,"perfume, body spray"
Nail Polish 1 bottle,,Toiletries & Personal Care,GPS-0594,"Assorted colour nail polish, 1 bottle",1 bottle,"nail polish, cosmetics"
Lipstick 1 piece,,Toiletries & Personal Care,GPS-0595,"Assorted shade lipstick, 1 piece",1 piece,"lipstick, cosmetics"
Makeup Powder (Compact) 1 piece,,Toiletries & Personal Care,GPS-0596,"Pressed face powder compact, 1 piece",1 piece,"makeup powder, cosmetics"
Bic Disposable Razor Pack of 5,Bic,Toiletries & Personal Care,GPS-0597,"Bic disposable razors, Pack of 5",Pack of 5,"bic razor, disposable razor"
Cotton Buds Pack of 100,,Toiletries & Personal Care,GPS-0598,"Cotton ear buds, Pack of 100",Pack of 100,"cotton buds, ear buds"
Softcare Sanitary Pads 8 pack,Softcare,Toiletries & Personal Care,GPS-0599,"Softcare sanitary pads, 8 pack",8 pack,"softcare, sanitary pads"
Tampax Tampons 16 pack,Tampax,Toiletries & Personal Care,GPS-0600,"Tampax tampons, 16 pack",16 pack,"tampax, tampons"
Rose Toilet Roll 4 roll pack,Rose,Toiletries & Personal Care,GPS-0601,"Rose toilet tissue paper, 4 roll pack",4 roll pack,"rose tissue, toilet roll"
Wet Wipes (Adult) Pack of 20,,Toiletries & Personal Care,GPS-0602,"Adult refreshing wet wipes, Pack of 20",Pack of 20,"wet wipes, refreshing wipes"
Ariel Laundry Detergent Powder 500g,Ariel,Household & Cleaning,GPS-0603,"Ariel laundry washing powder, 500g pack",500g,"ariel, detergent"
Ariel Laundry Detergent Powder 1kg,Ariel,Household & Cleaning,GPS-0604,"Ariel laundry washing powder, 1kg pack",1kg,"ariel, detergent"
Comfort Fabric Softener 500ml,Comfort,Household & Cleaning,GPS-0605,"Comfort fabric softener, 500ml bottle",500ml,"comfort, fabric softener"
Comfort Fabric Softener 1L,Comfort,Household & Cleaning,GPS-0606,"Comfort fabric softener, 1L bottle",1L,"comfort, fabric softener"
Persil Liquid Laundry Detergent 1L,Persil,Household & Cleaning,GPS-0607,"Persil liquid laundry detergent, 1L bottle",1L,"persil, liquid detergent"
Klorophil Bleach 500ml,Klorophil,Household & Cleaning,GPS-0608,"Klorophil household bleach, 500ml bottle",500ml,"klorophil, bleach"
Klorophil Bleach 1L,Klorophil,Household & Cleaning,GPS-0609,"Klorophil household bleach, 1L bottle",1L,"klorophil, bleach"
Izal Floor Cleaner 500ml,Izal,Household & Cleaning,GPS-0610,"Izal disinfectant floor cleaner, 500ml bottle",500ml,"izal, floor cleaner, disinfectant"
Izal Floor Cleaner 1L,Izal,Household & Cleaning,GPS-0611,"Izal disinfectant floor cleaner, 1L bottle",1L,"izal, floor cleaner, disinfectant"
Sunlight Dishwashing Liquid 500ml,Sunlight,Household & Cleaning,GPS-0612,"Sunlight dishwashing liquid, 500ml bottle",500ml,"sunlight, dish soap"
Sunlight Dishwashing Liquid 1L,Sunlight,Household & Cleaning,GPS-0613,"Sunlight dishwashing liquid, 1L bottle",1L,"sunlight, dish soap"
Sunlight Dishwashing Bar Soap 1 bar,Sunlight,Household & Cleaning,GPS-0614,"Sunlight dishwashing bar soap, 1 bar",1 bar,"sunlight bar, dish soap"
Windolene Glass Cleaner 500ml,Windolene,Household & Cleaning,GPS-0615,"Windolene glass and window cleaner, 500ml bottle",500ml,"windolene, glass cleaner"
Vim Scouring Powder 500g,Vim,Household & Cleaning,GPS-0616,"Vim scouring cleaning powder, 500g tin",500g,"vim, scouring powder"
Air Freshener (Gel) 150g,,Household & Cleaning,GPS-0617,"Gel-based air freshener, 150g tub",150g,air freshener gel
Mortein Mosquito Repellent Spray 300ml,Mortein,Household & Cleaning,GPS-0618,"Mortein insect repellent spray, 300ml can",300ml,"mortein, insect spray"
Mosquito Net (Treated) 1 piece,,Household & Cleaning,GPS-0619,"Insecticide-treated mosquito net, 1 piece",1 piece,"mosquito net, bed net"
Rat Poison/Bait 1 pack,,Household & Cleaning,GPS-0620,"Rodent bait poison pack, 1 pack",1 pack,"rat poison, rodenticide"
Kitchen Roll (Paper Towel) 1 roll,,Household & Cleaning,GPS-0621,"Absorbent kitchen paper towel roll, 1 roll",1 roll,"kitchen roll, paper towel"
Dust Bin Liners Pack of 20,,Household & Cleaning,GPS-0622,"Black dust bin liner bags, Pack of 20",Pack of 20,"bin liners, garbage bags"
Broom (Local) 1 piece,,Household & Cleaning,GPS-0623,"Traditional local broom, 1 piece",1 piece,"broom, local broom"
Wire Sponge (Scourer) 1 piece,,Household & Cleaning,GPS-0624,"Metal wire scouring sponge, 1 piece",1 piece,"wire sponge, scourer"
Clothes Pegs Pack of 20,,Household & Cleaning,GPS-0625,"Plastic clothes pegs, Pack of 20",Pack of 20,clothes pegs
