name,brand,category,sku,description,package_size,search_keywords
Earth Cable (Bare Copper) 10mm²,,Cables & Wires,ELE-0381,"Bare copper earthing conductor, 10mm², per metre",10mm²,"bare copper, earth cable, earthing conductor"
Earth Cable (Bare Copper) 16mm²,,Cables & Wires,ELE-0382,"Bare copper earthing conductor, 16mm², per metre",16mm²,"bare copper, earth cable, earthing conductor"
Earth Cable (Bare Copper) 25mm²,,Cables & Wires,ELE-0383,"Bare copper earthing conductor, 25mm², per metre",25mm²,"bare copper, earth cable, earthing conductor"
HDMI Cable 1.5m,,Cables & Wires,ELE-0384,"High speed HDMI display cable, 1.5m",1.5m,"hdmi cable, tv cable"
HDMI Cable 3m,,Cables & Wires,ELE-0385,"High speed HDMI display cable, 3m",3m,"hdmi cable, tv cable"
HDMI Cable 5m,,Cables & Wires,ELE-0386,"High speed HDMI display cable, 5m",5m,"hdmi cable, tv cable"
HDMI Cable 10m,,Cables & Wires,ELE-0387,"High speed HDMI display cable, 10m",10m,"hdmi cable, tv cable"
VGA Cable 1.5m,,Cables & Wires,ELE-0388,"VGA monitor display cable, 1.5m",1.5m,"vga cable, monitor cable"
VGA Cable 3m,,Cables & Wires,ELE-0389,"VGA monitor display cable, 3m",3m,"vga cable, monitor cable"
VGA Cable 5m,,Cables & Wires,ELE-0390,"VGA monitor display cable, 5m",5m,"vga cable, monitor cable"
USB Extension Cable 1.5m,,Cables & Wires,ELE-0391,"USB 2.0 extension cable, 1.5m",1.5m,"usb cable, usb extension"
USB Extension Cable 3m,,Cables & Wires,ELE-0392,"USB 2.0 extension cable, 3m",3m,"usb cable, usb extension"
USB Extension Cable 5m,,Cables & Wires,ELE-0393,"USB 2.0 extension cable, 5m",5m,"usb cable, usb extension"
Network Patch Cord (CAT6) 1m,,Cables & Wires,ELE-0394,"CAT6 RJ45 network patch cord, 1m",1m,"patch cord, network cable, rj45 cable"
Network Patch Cord (CAT6) 2m,,Cables & Wires,ELE-0395,"CAT6 RJ45 network patch cord, 2m",2m,"patch cord, network cable, rj45 cable"
Network Patch Cord (CAT6) 3m,,Cables & Wires,ELE-0396,"CAT6 RJ45 network patch cord, 3m",3m,"patch cord, network cable, rj45 cable"
Network Patch Cord (CAT6) 5m,,Cables & Wires,ELE-0397,"CAT6 RJ45 network patch cord, 5m",5m,"patch cord, network cable, rj45 cable"
Network Patch Cord (CAT6) 10m,,Cables & Wires,ELE-0398,"CAT6 RJ45 network patch cord, 10m",10m,"patch cord, network cable, rj45 cable"
Fibre Optic Patch Cord 3m,,Cables & Wires,ELE-0399,"Single mode fibre optic patch cord, 3m",3m,"fibre patch cord, fibre optic cable"
Fibre Optic Patch Cord 5m,,Cables & Wires,ELE-0400,"Single mode fibre optic patch cord, 5m",5m,"fibre patch cord, fibre optic cable"
Alarm/Security Cable (4-Core) Per metre,,Cables & Wires,ELE-0401,"Four core security alarm cable, Per metre",Per metre,"alarm cable, security cable"
Alarm/Security Cable (4-Core) 100m roll,,Cables & Wires,ELE-0402,"Four core security alarm cable, 100m roll",100m roll,"alarm cable, security cable"
CCTV Cable (Siamese RG59) Per metre,,Cables & Wires,ELE-0403,"RG59 Siamese CCTV video and power cable, Per metre",Per metre,"cctv cable, rg59, siamese cable"
CCTV Cable (Siamese RG59) 305m roll,,Cables & Wires,ELE-0404,"RG59 Siamese CCTV video and power cable, 305m roll",305m roll,"cctv cable, rg59, siamese cable"
Legrand One Gang Switch 1 piece,Legrand,Switches & Sockets,ELE-0405,"Legrand one gang wall switch, 1 piece",1 piece,"legrand switch, one gang"
Legrand Two Gang Switch 1 piece,Legrand,Switches & Sockets,ELE-0406,"Legrand two gang wall switch, 1 piece",1 piece,"legrand switch, two gang"
Legrand Double Socket Outlet (13A) 1 piece,Legrand,Switches & Sockets,ELE-0407,"Legrand 13A double socket outlet, 1 piece",1 piece,"legrand socket, double socket"
Schneider Single Socket Outlet (13A) 1 piece,Schneider,Switches & Sockets,ELE-0408,"Schneider 13A single socket outlet, 1 piece",1 piece,"schneider socket, single socket"
Intermediate Switch 1 piece,,Switches & Sockets,ELE-0409,"Intermediate three-way lighting switch, 1 piece",1 piece,"intermediate switch, 3 way switch"
Fan Regulator Switch 1 piece,,Switches & Sockets,ELE-0410,"Ceiling fan speed regulator switch, 1 piece",1 piece,"fan regulator, fan speed switch"
Fused Connection Unit (Spur) 1 piece,,Switches & Sockets,ELE-0411,"13A switched fused spur unit, 1 piece",1 piece,"fused spur, connection unit"
Weatherproof Socket (IP66) 1 piece,,Switches & Sockets,ELE-0412,"IP66 weatherproof outdoor socket, 1 piece",1 piece,"weatherproof socket, outdoor socket, ip66"
Weatherproof Switch (IP66) 1 piece,,Switches & Sockets,ELE-0413,"IP66 outdoor weatherproof switch, 1 piece",1 piece,"weatherproof switch, outdoor switch"
Shaver Socket 1 piece,,Switches & Sockets,ELE-0414,"Bathroom shaver socket outlet, 1 piece",1 piece,"shaver socket, bathroom socket"
TV Coaxial Outlet 1 piece,,Switches & Sockets,ELE-0415,"Flush TV coaxial wall outlet, 1 piece",1 piece,"tv outlet, coaxial socket, aerial socket"
Data Outlet (RJ45) 1 piece,,Switches & Sockets,ELE-0416,"RJ45 network data wall outlet, 1 piece",1 piece,"rj45 outlet, data socket, network point"
Telephone Outlet (RJ11) 1 piece,,Switches & Sockets,ELE-0417,"RJ11 telephone wall outlet, 1 piece",1 piece,"telephone socket, rj11 outlet"
Floor Socket Box 1 piece,,Switches & Sockets,ELE-0418,"Recessed floor socket outlet box, 1 piece",1 piece,"floor socket, floor box"
Extension Socket (8-Way) 3m cord,,Switches & Sockets,ELE-0419,"Eight-way extension board with surge protection, 3m cord",3m cord,"extension board, 8 way socket"
Extension Socket (8-Way) 5m cord,,Switches & Sockets,ELE-0420,"Eight-way extension board with surge protection, 5m cord",5m cord,"extension board, 8 way socket"
Extension Socket with USB 3m cord,,Switches & Sockets,ELE-0421,"Extension board with USB charging ports, 3m cord",3m cord,"extension usb, power strip usb"
Smart WiFi Socket 1 piece,,Switches & Sockets,ELE-0422,"WiFi-enabled smart plug socket, 1 piece",1 piece,"smart socket, wifi plug, smart plug"
Smart WiFi Switch 1-gang,,Switches & Sockets,ELE-0423,"WiFi smart wall light switch, 1-gang",1-gang,"smart switch, wifi switch"
Smart WiFi Switch 2-gang,,Switches & Sockets,ELE-0424,"WiFi smart wall light switch, 2-gang",2-gang,"smart switch, wifi switch"
Hager Miniature Circuit Breaker (MCB) 6A,Hager,Circuit Protection,ELE-0425,"Hager miniature circuit breaker, 6A",6A,"hager mcb, circuit breaker"
Hager Miniature Circuit Breaker (MCB) 10A,Hager,Circuit Protection,ELE-0426,"Hager miniature circuit breaker, 10A",10A,"hager mcb, circuit breaker"
Hager Miniature Circuit Breaker (MCB) 16A,Hager,Circuit Protection,ELE-0427,"Hager miniature circuit breaker, 16A",16A,"hager mcb, circuit breaker"
Hager Miniature Circuit Breaker (MCB) 20A,Hager,Circuit Protection,ELE-0428,"Hager miniature circuit breaker, 20A",20A,"hager mcb, circuit breaker"
Hager Miniature Circuit Breaker (MCB) 32A,Hager,Circuit Protection,ELE-0429,"Hager miniature circuit breaker, 32A",32A,"hager mcb, circuit breaker"
Hager Miniature Circuit Breaker (MCB) 40A,Hager,Circuit Protection,ELE-0430,"Hager miniature circuit breaker, 40A",40A,"hager mcb, circuit breaker"
Hager Miniature Circuit Breaker (MCB) 63A,Hager,Circuit Protection,ELE-0431,"Hager miniature circuit breaker, 63A",63A,"hager mcb, circuit breaker"
Chint Miniature Circuit Breaker (MCB) 10A,Chint,Circuit Protection,ELE-0432,"Chint miniature circuit breaker, 10A",10A,"chint mcb, circuit breaker"
Chint Miniature Circuit Breaker (MCB) 16A,Chint,Circuit Protection,ELE-0433,"Chint miniature circuit breaker, 16A",16A,"chint mcb, circuit breaker"
Chint Miniature Circuit Breaker (MCB) 20A,Chint,Circuit Protection,ELE-0434,"Chint miniature circuit breaker, 20A",20A,"chint mcb, circuit breaker"
Chint Miniature Circuit Breaker (MCB) 32A,Chint,Circuit Protection,ELE-0435,"Chint miniature circuit breaker, 32A",32A,"chint mcb, circuit breaker"
Chint Miniature Circuit Breaker (MCB) 40A,Chint,Circuit Protection,ELE-0436,"Chint miniature circuit breaker, 40A",40A,"chint mcb, circuit breaker"
ABB Three Phase MCB (TP) 32A,ABB,Circuit Protection,ELE-0437,"ABB three phase MCB, 32A",32A,"abb tp mcb, three phase breaker"
ABB Three Phase MCB (TP) 63A,ABB,Circuit Protection,ELE-0438,"ABB three phase MCB, 63A",63A,"abb tp mcb, three phase breaker"
Four Pole MCB (FP) 32A,,Circuit Protection,ELE-0439,"Four pole circuit breaker, 32A",32A,"four pole mcb, fp breaker"
Four Pole MCB (FP) 63A,,Circuit Protection,ELE-0440,"Four pole circuit breaker, 63A",63A,"four pole mcb, fp breaker"
Four Pole MCB (FP) 100A,,Circuit Protection,ELE-0441,"Four pole circuit breaker, 100A",100A,"four pole mcb, fp breaker"
Residual Current Device (RCCB) 4-Pole 63A 30mA,,Circuit Protection,ELE-0442,"Four pole RCCB earth leakage device, 63A 30mA",63A 30mA,"rccb 4 pole, earth leakage"
Residual Current Device (RCCB) 4-Pole 63A 100mA,,Circuit Protection,ELE-0443,"Four pole RCCB earth leakage device, 63A 100mA",63A 100mA,"rccb 4 pole, earth leakage"
Chint Moulded Case Circuit Breaker (MCCB) 100A,Chint,Circuit Protection,ELE-0444,"Chint MCCB main breaker, 100A",100A,"chint mccb, main breaker"
Chint Moulded Case Circuit Breaker (MCCB) 160A,Chint,Circuit Protection,ELE-0445,"Chint MCCB main breaker, 160A",160A,"chint mccb, main breaker"
Chint Moulded Case Circuit Breaker (MCCB) 250A,Chint,Circuit Protection,ELE-0446,"Chint MCCB main breaker, 250A",250A,"chint mccb, main breaker"
Chint Moulded Case Circuit Breaker (MCCB) 400A,Chint,Circuit Protection,ELE-0447,"Chint MCCB main breaker, 400A",400A,"chint mccb, main breaker"
Distribution Board (Metal Enclosure) 6-way,,Circuit Protection,ELE-0448,"Metal enclosure distribution board, 6-way",6-way,"metal db, distribution board, metal enclosure"
Distribution Board (Metal Enclosure) 12-way,,Circuit Protection,ELE-0449,"Metal enclosure distribution board, 12-way",12-way,"metal db, distribution board, metal enclosure"
Distribution Board (Metal Enclosure) 18-way,,Circuit Protection,ELE-0450,"Metal enclosure distribution board, 18-way",18-way,"metal db, distribution board, metal enclosure"
Distribution Board (Metal Enclosure) 24-way,,Circuit Protection,ELE-0451,"Metal enclosure distribution board, 24-way",24-way,"metal db, distribution board, metal enclosure"
Distribution Board (IP65 Weatherproof) 8-way,,Circuit Protection,ELE-0452,"Weatherproof IP65 distribution board, 8-way",8-way,"weatherproof db, ip65 board"
Distribution Board (IP65 Weatherproof) 12-way,,Circuit Protection,ELE-0453,"Weatherproof IP65 distribution board, 12-way",12-way,"weatherproof db, ip65 board"
DIN Rail 1m length,,Circuit Protection,ELE-0454,"Standard 35mm DIN mounting rail, 1m length",1m length,"din rail, mounting rail"
Busbar (Comb Type) 1-phase,,Circuit Protection,ELE-0455,"Comb busbar for MCB connection, 1-phase",1-phase,"busbar, comb busbar"
Busbar (Comb Type) 3-phase,,Circuit Protection,ELE-0456,"Comb busbar for MCB connection, 3-phase",3-phase,"busbar, comb busbar"
Fuse Switch (HRC) 63A,,Circuit Protection,ELE-0457,"HRC fuse switch disconnector, 63A",63A,"hrc fuse, fuse switch, disconnector"
Fuse Switch (HRC) 100A,,Circuit Protection,ELE-0458,"HRC fuse switch disconnector, 100A",100A,"hrc fuse, fuse switch, disconnector"
Fuse Switch (HRC) 200A,,Circuit Protection,ELE-0459,"HRC fuse switch disconnector, 200A",200A,"hrc fuse, fuse switch, disconnector"
HRC Fuse Link 32A,,Circuit Protection,ELE-0460,"HRC cartridge fuse link, 32A",32A,"hrc fuse link, fuse"
HRC Fuse Link 63A,,Circuit Protection,ELE-0461,"HRC cartridge fuse link, 63A",63A,"hrc fuse link, fuse"
HRC Fuse Link 100A,,Circuit Protection,ELE-0462,"HRC cartridge fuse link, 100A",100A,"hrc fuse link, fuse"
Cut-Out Fuse (Service) 60A,,Circuit Protection,ELE-0463,"Service cut-out fuse unit, 60A",60A,"cut out fuse, service fuse"
Cut-Out Fuse (Service) 100A,,Circuit Protection,ELE-0464,"Service cut-out fuse unit, 100A",100A,"cut out fuse, service fuse"
Isolator Switch (Enclosed) 32A,,Circuit Protection,ELE-0465,"Enclosed rotary isolator switch, 32A",32A,"isolator switch, rotary isolator"
Isolator Switch (Enclosed) 63A,,Circuit Protection,ELE-0466,"Enclosed rotary isolator switch, 63A",63A,"isolator switch, rotary isolator"
Isolator Switch (Enclosed) 100A,,Circuit Protection,ELE-0467,"Enclosed rotary isolator switch, 100A",100A,"isolator switch, rotary isolator"
Timer Switch (Digital DIN) 1 piece,,Circuit Protection,ELE-0468,"Digital DIN rail programmable timer, 1 piece",1 piece,"timer switch, digital timer, din timer"
Timer Switch (Analogue) 1 piece,,Circuit Protection,ELE-0469,"Analogue 24-hour timer switch, 1 piece",1 piece,"analogue timer, time switch"
Voltage Monitor Relay 1 piece,,Circuit Protection,ELE-0470,"Phase failure and voltage monitor relay, 1 piece",1 piece,"voltage relay, phase failure relay"
Phase Selector Switch 1 piece,,Circuit Protection,ELE-0471,"Manual three-phase selector switch, 1 piece",1 piece,"phase selector, selector switch"
Lightning Arrester 1 piece,,Circuit Protection,ELE-0472,"Building lightning arrester/conductor, 1 piece",1 piece,"lightning arrester, lightning conductor"
LED Bulb (E14 Small Screw) 5W,,Lighting,ELE-0473,"E14 small screw LED bulb, 5W",5W,"e14 bulb, small screw bulb, led"
LED Bulb (E14 Small Screw) 7W,,Lighting,ELE-0474,"E14 small screw LED bulb, 7W",7W,"e14 bulb, small screw bulb, led"
LED Bulb (E14 Small Screw) 9W,,Lighting,ELE-0475,"E14 small screw LED bulb, 9W",9W,"e14 bulb, small screw bulb, led"
LED Bulb (High Wattage) 30W,,Lighting,ELE-0476,"High wattage E27 LED bulb, 30W",30W,"high wattage bulb, led bulb, big bulb"
LED Bulb (High Wattage) 40W,,Lighting,ELE-0477,"High wattage E27 LED bulb, 40W",40W,"high wattage bulb, led bulb, big bulb"
LED Bulb (High Wattage) 50W,,Lighting,ELE-0478,"High wattage E27 LED bulb, 50W",50W,"high wattage bulb, led bulb, big bulb"
LED Bulb (High Wattage) 60W,,Lighting,ELE-0479,"High wattage E27 LED bulb, 60W",60W,"high wattage bulb, led bulb, big bulb"
LED Bulb (Warm White) 9W,,Lighting,ELE-0480,"Warm white 3000K LED bulb, 9W",9W,"warm white bulb, led bulb"
LED Bulb (Warm White) 12W,,Lighting,ELE-0481,"Warm white 3000K LED bulb, 12W",12W,"warm white bulb, led bulb"
LED Bulb (Warm White) 15W,,Lighting,ELE-0482,"Warm white 3000K LED bulb, 15W",15W,"warm white bulb, led bulb"
LED Bulb (Daylight) 9W,,Lighting,ELE-0483,"Daylight 6500K LED bulb, 9W",9W,"daylight bulb, cool white, led bulb"
LED Bulb (Daylight) 12W,,Lighting,ELE-0484,"Daylight 6500K LED bulb, 12W",12W,"daylight bulb, cool white, led bulb"
LED Bulb (Daylight) 18W,,Lighting,ELE-0485,"Daylight 6500K LED bulb, 18W",18W,"daylight bulb, cool white, led bulb"
Rechargeable LED Bulb 9W,,Lighting,ELE-0486,"Rechargeable LED bulb with battery backup, 9W",9W,"rechargeable bulb, backup bulb"
Rechargeable LED Bulb 12W,,Lighting,ELE-0487,"Rechargeable LED bulb with battery backup, 12W",12W,"rechargeable bulb, backup bulb"
Smart LED Bulb (WiFi RGB) 9W,,Lighting,ELE-0488,"WiFi smart colour changing LED bulb, 9W",9W,"smart bulb, rgb bulb, wifi bulb"
Smart LED Bulb (WiFi RGB) 12W,,Lighting,ELE-0489,"WiFi smart colour changing LED bulb, 12W",12W,"smart bulb, rgb bulb, wifi bulb"
Halogen Bulb 50W,,Lighting,ELE-0490,"Halogen capsule bulb, 50W",50W,"halogen bulb, halogen lamp"
Halogen Bulb 100W,,Lighting,ELE-0491,"Halogen capsule bulb, 100W",100W,"halogen bulb, halogen lamp"
Metal Halide Lamp 150W,,Lighting,ELE-0492,"Metal halide high bay lamp, 150W",150W,"metal halide, high bay lamp"
Metal Halide Lamp 250W,,Lighting,ELE-0493,"Metal halide high bay lamp, 250W",250W,"metal halide, high bay lamp"
Metal Halide Lamp 400W,,Lighting,ELE-0494,"Metal halide high bay lamp, 400W",400W,"metal halide, high bay lamp"
High Bay LED Light 100W,,Lighting,ELE-0495,"Industrial LED high bay light, 100W",100W,"high bay light, industrial light, warehouse light"
High Bay LED Light 150W,,Lighting,ELE-0496,"Industrial LED high bay light, 150W",150W,"high bay light, industrial light, warehouse light"
High Bay LED Light 200W,,Lighting,ELE-0497,"Industrial LED high bay light, 200W",200W,"high bay light, industrial light, warehouse light"
LED Bulkhead Light 12W,,Lighting,ELE-0498,"Weatherproof LED bulkhead light, 12W",12W,"bulkhead light, outdoor light"
LED Bulkhead Light 18W,,Lighting,ELE-0499,"Weatherproof LED bulkhead light, 18W",18W,"bulkhead light, outdoor light"
Track Light (LED Spot) 7W,,Lighting,ELE-0500,"LED track spotlight fitting, 7W",7W,"track light, spotlight, display light"
Track Light (LED Spot) 12W,,Lighting,ELE-0501,"LED track spotlight fitting, 12W",12W,"track light, spotlight, display light"
Under Cabinet Light (LED) 30cm,,Lighting,ELE-0502,"LED under cabinet strip light, 30cm",30cm,"cabinet light, under counter light"
Under Cabinet Light (LED) 60cm,,Lighting,ELE-0503,"LED under cabinet strip light, 60cm",60cm,"cabinet light, under counter light"
Garden/Bollard Light 1 piece,,Lighting,ELE-0504,"Outdoor garden bollard light, 1 piece",1 piece,"garden light, bollard light, landscape light"
Solar Garden Light Pack of 4,,Lighting,ELE-0505,"Solar powered garden stake lights, Pack of 4",Pack of 4,"solar garden light, solar lamp"
Solar Lantern (Portable) 1 piece,,Lighting,ELE-0506,"Portable rechargeable solar lantern, 1 piece",1 piece,"solar lantern, portable light"
Emergency Exit Sign (LED) 1 piece,,Lighting,ELE-0507,"Illuminated LED emergency exit sign, 1 piece",1 piece,"exit sign, emergency sign"
Fluorescent Tube Starter Pack of 10,,Lighting,ELE-0508,"Fluorescent tube starter, Pack of 10",Pack of 10,"starter, tube starter"
Fluorescent Ballast/Choke 18W,,Lighting,ELE-0509,"Fluorescent tube ballast choke, 18W",18W,"ballast, choke, tube ballast"
Fluorescent Ballast/Choke 36W,,Lighting,ELE-0510,"Fluorescent tube ballast choke, 36W",36W,"ballast, choke, tube ballast"
Lamp Shade (Decorative) 1 piece,,Lighting,ELE-0511,"Decorative pendant lamp shade, 1 piece",1 piece,"lamp shade, light shade"
LED Neon Flex Rope 5m,,Lighting,ELE-0512,"Flexible LED neon rope light, 5m",5m,"neon flex, rope light, decorative light"
LED Neon Flex Rope 10m,,Lighting,ELE-0513,"Flexible LED neon rope light, 10m",10m,"neon flex, rope light, decorative light"
Disco/Party Light (LED) 1 piece,,Lighting,ELE-0514,"LED rotating party disco light, 1 piece",1 piece,"disco light, party light"
PVC Conduit Pipe (Heavy Gauge) 20mm,,Conduit & Trunking,ELE-0515,"Heavy gauge PVC conduit pipe, 20mm, 3m length",20mm,"heavy conduit, pvc pipe, thick conduit"
PVC Conduit Pipe (Heavy Gauge) 25mm,,Conduit & Trunking,ELE-0516,"Heavy gauge PVC conduit pipe, 25mm, 3m length",25mm,"heavy conduit, pvc pipe, thick conduit"
PVC Conduit Pipe (Heavy Gauge) 32mm,,Conduit & Trunking,ELE-0517,"Heavy gauge PVC conduit pipe, 32mm, 3m length",32mm,"heavy conduit, pvc pipe, thick conduit"
PVC Conduit Pipe (Heavy Gauge) 40mm,,Conduit & Trunking,ELE-0518,"Heavy gauge PVC conduit pipe, 40mm, 3m length",40mm,"heavy conduit, pvc pipe, thick conduit"
Galvanised Steel Conduit 20mm,,Conduit & Trunking,ELE-0519,"Galvanised steel electrical conduit, 20mm, 3m length",20mm,"steel conduit, gi conduit, metal conduit"
Galvanised Steel Conduit 25mm,,Conduit & Trunking,ELE-0520,"Galvanised steel electrical conduit, 25mm, 3m length",25mm,"steel conduit, gi conduit, metal conduit"
Conduit Tee Junction 20mm,,Conduit & Trunking,ELE-0521,"PVC conduit tee junction, 20mm",20mm,"conduit tee, tee junction"
Conduit Tee Junction 25mm,,Conduit & Trunking,ELE-0522,"PVC conduit tee junction, 25mm",25mm,"conduit tee, tee junction"
Conduit Inspection Bend 20mm,,Conduit & Trunking,ELE-0523,"Inspection bend with cover, 20mm",20mm,"inspection bend, conduit bend"
Conduit Inspection Bend 25mm,,Conduit & Trunking,ELE-0524,"Inspection bend with cover, 25mm",25mm,"inspection bend, conduit bend"
Conduit Adaptor (Male/Female) 20mm,,Conduit & Trunking,ELE-0525,"PVC conduit threaded adaptor, 20mm",20mm,"conduit adaptor, pipe adaptor"
Conduit Adaptor (Male/Female) 25mm,,Conduit & Trunking,ELE-0526,"PVC conduit threaded adaptor, 25mm",25mm,"conduit adaptor, pipe adaptor"
Conduit Bush 20mm,,Conduit & Trunking,ELE-0527,"PVC conduit end bush, 20mm",20mm,"conduit bush, end bush"
Conduit Bush 25mm,,Conduit & Trunking,ELE-0528,"PVC conduit end bush, 25mm",25mm,"conduit bush, end bush"
Trunking Bend (Internal) 40x25mm,,Conduit & Trunking,ELE-0529,"Internal angle trunking bend, 40x25mm",40x25mm,"trunking bend, internal angle"
Trunking Bend (Internal) 50x50mm,,Conduit & Trunking,ELE-0530,"Internal angle trunking bend, 50x50mm",50x50mm,"trunking bend, internal angle"
Trunking Tee 40x25mm,,Conduit & Trunking,ELE-0531,"Trunking tee junction piece, 40x25mm",40x25mm,"trunking tee, tee piece"
Trunking Tee 50x50mm,,Conduit & Trunking,ELE-0532,"Trunking tee junction piece, 50x50mm",50x50mm,"trunking tee, tee piece"
Trunking End Cap 40x25mm,,Conduit & Trunking,ELE-0533,"Trunking end stop cap, 40x25mm",40x25mm,"trunking end cap, stop end"
Trunking End Cap 50x50mm,,Conduit & Trunking,ELE-0534,"Trunking end stop cap, 50x50mm",50x50mm,"trunking end cap, stop end"
Floor Trunking (Cable Protector) Per metre,,Conduit & Trunking,ELE-0535,"Floor cable protector trunking, Per metre",Per metre,"floor trunking, cable protector, cable ramp"
Adaptable Box (PVC) 4x4 inch,,Conduit & Trunking,ELE-0536,"PVC adaptable enclosure box, 4x4 inch",4x4 inch,"adaptable box, enclosure box"
Adaptable Box (PVC) 6x6 inch,,Conduit & Trunking,ELE-0537,"PVC adaptable enclosure box, 6x6 inch",6x6 inch,"adaptable box, enclosure box"
Adaptable Box (PVC) 8x8 inch,,Conduit & Trunking,ELE-0538,"PVC adaptable enclosure box, 8x8 inch",8x8 inch,"adaptable box, enclosure box"
Weatherproof Enclosure (IP65) Small,,Conduit & Trunking,ELE-0539,"IP65 weatherproof electrical enclosure, Small",Small,"weatherproof box, ip65 enclosure"
